Class,Subdivision,Order,Family,Genus,Species,spp,Subpop.,Total,Infected,Pool.Size,Bacterium,Paper,AT,id
Insecta,,Coleoptera,Hydrophilidae,Berosus,sp.,Berosussp.,NA,21,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Berosussp.210Wiwatanaratanabutr16
Insecta,,Coleoptera,Hydrophilidae,Hydrophilus,acuminatus,Hydrophilusacuminatus,NA,54,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Hydrophilusacuminatus540Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Aedes,albopictus,Aedesalbopictus,NA,508,508,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Aedesalbopictus508508Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Aedes,niveus,Aedesniveus,NA,56,9,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Aedesniveus569Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Aedes,perplexus,Aedesperplexus,NA,22,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Aedesperplexus220Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Aedes,pseudalbopictus,Aedespseudalbopictus,NA,7,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Aedespseudalbopictus70Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Anopheles,dirus,Anophelesdirus,NA,2,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Anophelesdirus20Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Anopheles,maculatus,Anophelesmaculatus,NA,15,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Anophelesmaculatus150Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Anopheles,sinensis,Anophelessinensis,NA,26,12,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Anophelessinensis2612Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Anopheles,vagus,Anophelesvagus,NA,8,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Anophelesvagus80Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,bitaeniorhynchus,Culexbitaeniorhynchus,NA,28,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culexbitaeniorhynchus280Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,fuscocephala,Culexfuscocephala,NA,101,75,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culexfuscocephala10175Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,gelidus,Culexgelidus,NA,252,220,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culexgelidus252220Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,quinquefasciatus,Culexquinquefasciatus,NA,9,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culexquinquefasciatus90Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,tritaeniorhynchus,Culextritaeniorhynchus,NA,10,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culextritaeniorhynchus100Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Culex,vishnui,Culexvishnui,NA,17,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Culexvishnui170Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Mimomyia,chamberlaini,Mimomyiachamberlaini,NA,16,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Mimomyiachamberlaini160Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Mimomyia,hybrida,Mimomyiahybrida,NA,116,77,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Mimomyiahybrida11677Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Mimomyia,luzonensis,Mimomyialuzonensis,NA,31,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Mimomyialuzonensis310Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Tripteroides,aranoides,Tripteroidesaranoides,NA,21,19,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Tripteroidesaranoides2119Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Uranotaenia,lateralis,Uranotaenialateralis,NA,29,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Uranotaenialateralis290Wiwatanaratanabutr16
Insecta,,Diptera,Culicidae,Uranotaenia,patriciae,Uranotaeniapatriciae,NA,11,5,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Uranotaeniapatriciae115Wiwatanaratanabutr16
Insecta,,Hemiptera,Corixidae,Micronecta,quadristrigata,Micronectaquadristrigata,NA,174,69,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Micronectaquadristrigata17469Wiwatanaratanabutr16
Insecta,,Hemiptera,Gerridae,Limnogonus,fossarum,Limnogonusfossarum,NA,125,101,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Limnogonusfossarum125101Wiwatanaratanabutr16
Insecta,,Hemiptera,Gerridae,Limnogonus,nitidus,Limnogonusnitidus,NA,19,15,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Limnogonusnitidus1915Wiwatanaratanabutr16
Insecta,,Hemiptera,Hydrometridae,Hydrometra,vittata,Hydrometravittata,NA,0,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Hydrometravittata00Wiwatanaratanabutr16
Insecta,,Hemiptera,Mesoveliidae,Mesovelia,sp.,Mesoveliasp.,NA,5,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Mesoveliasp.50Wiwatanaratanabutr16
Insecta,,Hemiptera,Notonectidae,Anisops,sardea,Anisopssardea,NA,22,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Anisopssardea220Wiwatanaratanabutr16
Insecta,,Odonata,Coenagrionidae,Agriocnemis,femina,Agriocnemisfemina,NA,2,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Agriocnemisfemina20Wiwatanaratanabutr16
Insecta,,Odonata,Coenagrionidae,Ischnura,aurora,Ischnuraaurora,NA,36,28,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Ischnuraaurora3628Wiwatanaratanabutr16
Insecta,,Odonata,Coenagrionidae,Ischnura,senegalensis,Ischnurasenegalensis,NA,16,4,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Ischnurasenegalensis164Wiwatanaratanabutr16
Insecta,,Odonata,Coenagrionidae,Pseudoagrion,microcephalum,Pseudoagrionmicrocephalum,NA,74,56,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Pseudoagrionmicrocephalum7456Wiwatanaratanabutr16
Insecta,,Odonata,Coenagrionidae,Pseudoagrion,pruinosum,Pseudoagrionpruinosum,NA,6,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Pseudoagrionpruinosum60Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Actsoma,panorpoides,Actsomapanorpoides,NA,12,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Actsomapanorpoides120Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Brachythemis,contaminata,Brachythemiscontaminata,NA,1,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Brachythemiscontaminata10Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Bradinopyga,geminata,Bradinopygageminata,NA,156,133,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Bradinopygageminata156133Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Crocothemis,servilia,Crocothemisservilia,NA,11,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Crocothemisservilia110Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Diplacodes,nebulosa,Diplacodesnebulosa,NA,12,7,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Diplacodesnebulosa127Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Diplacodes,trivialis,Diplacodestrivialis,NA,28,7,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Diplacodestrivialis287Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Neurothemis,tullia,Neurothemistullia,NA,12,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Neurothemistullia120Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Orthetrum,sabina,Orthetrumsabina,NA,2,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Orthetrumsabina20Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Tholymis,tillarga,Tholymistillarga,NA,12,0,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Tholymistillarga120Wiwatanaratanabutr16
Insecta,,Odonata,Libellulidae,Trithemis,aurora,Trithemisaurora,NA,16,11,1,Wolbachia,Wiwatanaratanabutr16,aquatic,Trithemisaurora1611Wiwatanaratanabutr16
Insecta,Endopterygota,Coleoptera,Chrysomelidae,Acanthoscelides,obtectus,Acanthoscelidesobtectus,NA,1,0,1,Wolbachia,Kageyama10,terrestrial,Acanthoscelidesobtectus10Kageyama10
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,1,1,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis11Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,1,1,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis11Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,1,1,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis11Plichart05
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeodera,degener,Acmaeoderadegener,NA,2,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderadegener20Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeodera,flavolineata,Acmaeoderaflavolineata,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderaflavolineata10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeodera,planidorsis,Acmaeoderaplanidorsis,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderaplanidorsis10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeodera,politica,Acmaeoderapolitica,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderapolitica10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeoderella,flavofasciata,Acmaeoderellaflavofasciata,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderellaflavofasciata10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeoderella,mimonti,Acmaeoderellamimonti,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderellamimonti10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeoderella,plavilscikovi,Acmaeoderellaplavilscikovi,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderellaplavilscikovi10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Acmaeoderella,vetusta,Acmaeoderellavetusta,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Acmaeoderellavetusta10Sontowski2015
Insecta,Endopterygota,Coleoptera,Scarabaeidae,Acoma,glabrata,Acomaglabrata,NA,1,0,1,Wolbachia,Weeks03,terrestrial,Acomaglabrata10Weeks03
Arachnida,Na,Araneae,Theridiidae,Achaearanea,sp.,Achaearaneasp.,NA,1,0,1,Wolbachia,Werren00,terrestrial,Achaearaneasp.10Werren00
Insecta,Endopterygota,Coleoptera,Chrysomelidae,Acromis,sparsa,Acromissparsa,NA,1,1,1,Wolbachia,Werren95,terrestrial,Acromissparsa11Werren95
Insecta,Endopterygota,Coleoptera,Coccinellidae,Adalia,bipunctata,Adaliabipunctata,NA,70,0,1,Wolbachia,Weinert07,terrestrial,Adaliabipunctata700Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Adalia,bipunctata,Adaliabipunctata,NA,84,0,1,Wolbachia,Weinert07,terrestrial,Adaliabipunctata840Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Adalia,decempunctata,Adaliadecempunctata,NA,112,0,1,Wolbachia,Weinert07,terrestrial,Adaliadecempunctata1120Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Adalia,decempunctata,Adaliadecempunctata,NA,46,0,1,Wolbachia,Weinert07,terrestrial,Adaliadecempunctata460Weinert07
Insecta,Endopterygota,Coleoptera,Scarabaeidae,Adoretus,sp.,Adoretussp.,NA,4,0,1,Wolbachia,Kittayapong03,terrestrial,Adoretussp.40Kittayapong03
Insecta,Endopterygota,Coleoptera,Cerambycidae,Aeolesthes,holocericea,Aeolesthesholocericea,NA,1,0,1,Wolbachia,Prakash06,terrestrial,Aeolesthesholocericea10Prakash06
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,2,2,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis22Plichart05
Insecta,Endopterygota,Coleoptera,Elateridae,Aeoloderma,brachmana,Aeolodermabrachmana,NA,2,0,1,Wolbachia,Kittayapong03,terrestrial,Aeolodermabrachmana20Kittayapong03
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,2,2,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis22Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,2,2,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis22Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,2,2,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis22Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,2,2,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis22Plichart05
Insecta,Endopterygota,Lepidoptera,Saturniidae,Adeloneivaia,sp.,Adeloneivaiasp.,NA,1,0,1,Wolbachia,Werren95,terrestrial,Adeloneivaiasp.10Werren95
Insecta,Endopterygota,Coleoptera,Carabidae,Agra,sp.,Agrasp.,NA,1,0,1,Wolbachia,Werren00,terrestrial,Agrasp.10Werren00
Insecta,Endopterygota,Coleoptera,Carabidae,Agra,sp.,Agrasp.,NA,1,0,1,Wolbachia,Werren95,terrestrial,Agrasp.10Werren95
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,angustulus,Agrilusangustulus,NA,2,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilusangustulus20Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,araxenus,Agrilusaraxenus,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Agrilusaraxenus11Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,ater,Agrilusater,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Agrilusater11Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,biguttatus,Agrilusbiguttatus,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilusbiguttatus10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,curprescens,Agriluscurprescens,NA,2,1,1,Wolbachia,Sontowski2015,terrestrial,Agriluscurprescens21Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,derasofasciatus,Agrilusderasofasciatus,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Agrilusderasofasciatus11Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,graminis,Agrilusgraminis,NA,2,1,1,Wolbachia,Sontowski2015,terrestrial,Agrilusgraminis21Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,hyperici,Agrilushyperici,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilushyperici10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,populeneus,Agriluspopuleneus,NA,3,0,1,Wolbachia,Sontowski2015,terrestrial,Agriluspopuleneus30Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,pratensis,Agriluspratensis,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Agriluspratensis10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,ribesi,Agrilusribesi,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Agrilusribesi11Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,sinuatus,Agrilussinuatus,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilussinuatus10Sontowski2015
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,3,3,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis33Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,3,3,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis33Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,3,3,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis33Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Aedes,polynesiensis,Aedespolynesiensis,NA,3,3,1,Wolbachia,Plichart05,aquatic,Aedespolynesiensis33Plichart05
Insecta,Endopterygota,Diptera,Culicidae,Culex,pipiens,Culexpipiens,NA,20,20,1,Wolbachia,Duron11,aquatic,Culexpipiens2020Duron11
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,sulcicollis,Agrilussulcicollis,NA,1,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilussulcicollis10Sontowski2015
Insecta,Paleoptera,Coleoptera,Buprestidae,Agrilus,viridis,Agrilusviridis,NA,9,0,1,Wolbachia,Sontowski2015,terrestrial,Agrilusviridis90Sontowski2015
Insecta,Endopterygota,Coleoptera,Melyridae,Allonyx,sp.,Allonyxsp.,NA,1,0,1,Wolbachia,Weeks03,terrestrial,Allonyxsp.10Weeks03
Insecta,Endopterygota,Coleoptera,Tenebrionidae,Alphitobius,diaperinus,Alphitobiusdiaperinus,NA,1,0,1,Wolbachia,Kageyama10,terrestrial,Alphitobiusdiaperinus10Kageyama10
Insecta,Endopterygota,Coleoptera,Tenebrionidae,Alphitobius,laevigatus,Alphitobiuslaevigatus,NA,1,0,1,Wolbachia,Kageyama10,terrestrial,Alphitobiuslaevigatus10Kageyama10
Insecta,Endopterygota,Coleoptera,Scraptiidae,Anaspis,frontalis,Anaspisfrontalis,NA,12,0,1,Wolbachia,Duron08,terrestrial,Anaspisfrontalis120Duron08
Insecta,Endopterygota,Coleoptera,Coccinellidae,Anatis,ocellata,Anatisocellata,NA,13,0,1,Wolbachia,Weinert07,terrestrial,Anatisocellata130Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Anatis,ocellata,Anatisocellata,NA,163,0,1,Wolbachia,Weinert07,terrestrial,Anatisocellata1630Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Anisosticta,novemdecimpunctata,Anisostictanovemdecimpunctata,NA,123,0,1,Wolbachia,Weinert07,terrestrial,Anisostictanovemdecimpunctata1230Weinert07
Insecta,Endopterygota,Coleoptera,Coccinellidae,Anisosticta,novemdecimpunctata,Anisostictanovemdecimpunctata,NA,46,0,1,Wolbachia,Weinert07,terrestrial,Anisostictanovemdecimpunctata460Weinert07
Insecta,Endopterygota,Coleoptera,Scarabaeidae,Anomala,humeralis,Anomalahumeralis,NA,3,0,1,Wolbachia,Kittayapong03,terrestrial,Anomalahumeralis30Kittayapong03
Insecta,Endopterygota,Coleoptera,Scarabaeidae,Anomala,marginata,Anomalamarginata,NA,1,0,1,Wolbachia,Weeks03,terrestrial,Anomalamarginata10Weeks03
Insecta,Paleoptera,Coleoptera,Buprestidae,Anthaxia,amasina,Anthaxiaamasina,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Anthaxiaamasina11Sontowski2015
Arachnida,Acari,Astigmata,Acaridae,Rhizoglyphus,robini,Rhizoglyphusrobini,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Rhizoglyphusrobini10ZchoriFein04
Arachnida,Acari,Astigmata,Acaridae,Tyrophagus,putrescentiae,Tyrophagusputrescentiae,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Tyrophagusputrescentiae10ZchoriFein04
Arachnida,Acari,Astigmata,Unid.,Unid.,sp.,Unid.sp.,NA,1,0,1,Wolbachia,Jeong09,terrestrial,Unid.sp.10Jeong09
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,21,19,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum2119Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,30,29,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum3029Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,9,9,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum99Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,2,2,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum22Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,3,3,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum33Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,19,17,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum1917Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,15,15,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum1515Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,5,4,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum54Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,3,3,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum33Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,8,8,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum88Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,2,2,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum22Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,7,7,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum77Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,1,1,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum11Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Amblyomma,americanum,Amblyommaamericanum,NA,125,119,1,Wolbachia,Zhang11,terrestrial,Amblyommaamericanum125119Zhang11
Arachnida,Acari,Ixodida,Ixodidae,Dermacentor,marginatus,Dermacentormarginatus,NA,61,0,1,Wolbachia,Hornok08,terrestrial,Dermacentormarginatus610Hornok08
Arachnida,Acari,Ixodida,Ixodidae,Dermacentor,marginatus,Dermacentormarginatus,NA,25,0,1,Wolbachia,Vaclav11,terrestrial,Dermacentormarginatus250Vaclav11
Arachnida,Acari,Ixodida,Ixodidae,Dermacentor,reticulatus,Dermacentorreticulatus,NA,8,0,1,Wolbachia,Hornok08,terrestrial,Dermacentorreticulatus80Hornok08
Insecta,Paleoptera,Coleoptera,Buprestidae,Anthaxia,anatolica,Anthaxiaanatolica,NA,1,1,1,Wolbachia,Sontowski2015,terrestrial,Anthaxiaanatolica11Sontowski2015
Arachnida,Acari,Ixodida,Ixodidae,Haemaphysalis,concinna,Haemaphysalisconcinna,NA,2,0,4,Wolbachia,Hornok08,terrestrial,Haemaphysalisconcinna20Hornok08
Arachnida,Acari,Ixodida,Ixodidae,Hyalomma,excavatum,Hyalommaexcavatum,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Hyalommaexcavatum10ZchoriFein04
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,lividus,Ixodeslividus,NA,5,0,1,Wolbachia,Graham10,terrestrial,Ixodeslividus50Graham10
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,pacificus,Ixodespacificus,NA,1,0,1,Wolbachia,Weeks03,terrestrial,Ixodespacificus10Weeks03
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,ricinus,Ixodesricinus,1996,20,0,1,Wolbachia,Duron08,terrestrial,Ixodesricinus200Duron08
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,ricinus,Ixodesricinus,NA,2,0,20,Wolbachia,Hornok08,terrestrial,Ixodesricinus20Hornok08
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,ricinus,Ixodesricinus,NA,16,0,3,Wolbachia,Hornok08,terrestrial,Ixodesricinus160Hornok08
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,ricinus,Ixodesricinus,NA,799,0,1,Wolbachia,Vaclav11,terrestrial,Ixodesricinus7990Vaclav11
Arachnida,Acari,Ixodida,Ixodidae,Ixodes,uriae,Ixodesuriae,2005,20,0,1,Wolbachia,Duron08,terrestrial,Ixodesuriae200Duron08
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,annulatus,Rhipicephalusannulatus,NA,5,3,1,Wolbachia,Pourali09,terrestrial,Rhipicephalusannulatus53Pourali09
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,annulatus,Rhipicephalusannulatus,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Rhipicephalusannulatus10ZchoriFein04
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,appendiculatus,Rhipicephalusappendiculatus,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Rhipicephalusappendiculatus10ZchoriFein04
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,evertsi,Rhipicephalusevertsi,NA,12,0,1,Wolbachia,Duron08,terrestrial,Rhipicephalusevertsi120Duron08
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,microplus,Rhipicephalusmicroplus,NA,25,0,1,Wolbachia,Duron08,terrestrial,Rhipicephalusmicroplus250Duron08
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,sanguineus,Rhipicephalussanguineus,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Rhipicephalussanguineus10ZchoriFein04
Arachnida,Acari,Ixodida,Ixodidae,Rhipicephalus,zambeziensis,Rhipicephaluszambeziensis,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Rhipicephaluszambeziensis10ZchoriFein04
Arachnida,Acari,Mesostigmata,Dermanyssidae,Dermanyssus,gallinae,Dermanyssusgallinae,NA,240,0,1,Wolbachia,DeLuna09,terrestrial,Dermanyssusgallinae2400DeLuna09
Arachnida,Acari,Mesostigmata,Dermanyssidae,Dermanyssus,gallinae,Dermanyssusgallinae,NA,80,0,10,Wolbachia,DeLuna09,terrestrial,Dermanyssusgallinae800DeLuna09
Arachnida,Acari,Mesostigmata,Dermanyssidae,Dermanyssus,gallinae,Dermanyssusgallinae,NA,1,0,8,Wolbachia,Pourali09,terrestrial,Dermanyssusgallinae10Pourali09
Arachnida,Acari,Mesostigmata,Parasitidae,Parasitus,sp.,Parasitussp.,NA,2,0,1,Wolbachia,Bouchon98,terrestrial,Parasitussp.20Bouchon98
Arachnida,Acari,Mesostigmata,Parasitidae,Unid.,sp.,Unid.sp.,NA,23,0,1,Wolbachia,Sintupachee06,terrestrial,Unid.sp.230Sintupachee06
