Class,Subdivision,Order,Family,Genus,Species,spp,Subpop.,Total,Infected,Pool.Size,Bacterium,Paper,AT,id
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,insularis,Pegoscapusinsularis,NA,20,9,1,Wolbachia,Ahmed13,terrestrial,Pegoscapusinsularis209Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,insularis,Pegoscapusinsularis,pollinator,20,9,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapusinsularis209Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,longiceps,Pegoscapuslongiceps,NA,13,13,1,Wolbachia,Ahmed13,terrestrial,Pegoscapuslongiceps1313Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,longiceps,Pegoscapuslongiceps,pollinator,13,13,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapuslongiceps1313Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,lopesi,Pegoscapuslopesi,NA,10,9,1,Wolbachia,Ahmed13,terrestrial,Pegoscapuslopesi109Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,lopesi,Pegoscapuslopesi,pollinator,10,9,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapuslopesi109Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,orozcoi,Pegoscapusorozcoi,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Pegoscapusorozcoi10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,orozcoi,Pegoscapusorozcoi,pollinator,1,0,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapusorozcoi10Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,piceipes,Pegoscapuspiceipes,NA,20,0,1,Wolbachia,Ahmed13,terrestrial,Pegoscapuspiceipes200Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,piceipes,Pegoscapuspiceipes,pollinator,20,0,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapuspiceipes200Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,silvestrii,Pegoscapussilvestrii,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Pegoscapussilvestrii20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,silvestrii,Pegoscapussilvestrii,pollinator,2,0,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapussilvestrii20Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,sp.,Pegoscapussp.,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Pegoscapussp.20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,sp.,Pegoscapussp.,pollinator,2,0,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapussp.20Shoemaker02
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,tonduzi,Pegoscapustonduzi,NA,10,0,1,Wolbachia,Ahmed13,terrestrial,Pegoscapustonduzi100Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pegoscapus,tonduzi,Pegoscapustonduzi,pollinator,10,0,1,Wolbachia,Shoemaker02,terrestrial,Pegoscapustonduzi100Shoemaker02
Insecta,Endopterygota,Hymenoptera,Sphecidae,Pemphredon,sp.,Pemphredonsp.,NA,1,0,1,Wolbachia,Werren00,terrestrial,Pemphredonsp.10Werren00
Insecta,Endopterygota,Hymenoptera,Cynipidae,Periclistus,brandtii,Periclistusbrandtii,NA,1,0,1,Wolbachia,Rokas02,terrestrial,Periclistusbrandtii10Rokas02
Insecta,Endopterygota,Hymenoptera,Perilampidae,Perilampus,sp.,Perilampussp.,NA,1,0,1,Wolbachia,Werren00,terrestrial,Perilampussp.10Werren00
Insecta,Endopterygota,Hymenoptera,Cynipidae,Phanacis,centaureae,Phanaciscentaureae,NA,2,2,1,Wolbachia,Plantard99_Field99,terrestrial,Phanaciscentaureae22Plantard99_Field99
Insecta,Endopterygota,Hymenoptera,Cynipidae,Phanacis,hypochaeridis,Phanacishypochaeridis,NA,2,2,1,Wolbachia,Plantard99_Field99,terrestrial,Phanacishypochaeridis22Plantard99_Field99
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,longicaudata,Philotrypesislongicaudata,NA,2,2,1,Wolbachia,Ahmed13,terrestrial,Philotrypesislongicaudata22Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,longicaudata,Philotrypesislongicaudata,Ficus_auriculata,2,2,1,Wolbachia,Chen10,terrestrial,Philotrypesislongicaudata22Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,pilosa,Philotrypesispilosa,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesispilosa11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,pilosa,Philotrypesispilosa,Ficus_hispida,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesispilosa11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_concinna,1,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.10Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_curtipes,1,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.10Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_drupacea,1,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.10Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_microcarpa,1,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.10Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_hirta,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_hirta,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_nervosa,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_subalata,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,(yellow),1,1,1,Wolbachia,Haine05,terrestrial,Philotrypesissp.11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.20Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_microcarpa,2,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.20Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_subalata,2,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.20Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_virens,2,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.20Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.21Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_tinctoria,2,1,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.21Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,2,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.22Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,2,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.22Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,2,2,1,Wolbachia,Haine05,terrestrial,Philotrypesissp.22Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,3,3,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.33Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,(black),3,3,1,Wolbachia,Haine05,terrestrial,Philotrypesissp.33Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,NA,5,0,1,Wolbachia,Ahmed13,terrestrial,Philotrypesissp.50Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,sp.,Philotrypesissp.,Ficus_hispida,5,0,1,Wolbachia,Chen10,terrestrial,Philotrypesissp.50Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,tridentata,Philotrypesistridentata,Ficus_benjamina,1,1,1,Wolbachia,Chen10,terrestrial,Philotrypesistridentata11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Philotrypesis,tridentate,Philotrypesistridentate,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Philotrypesistridentate11Ahmed13
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Heliconius,erato,Heliconiuserato,NA,3,0,1,Wolbachia,Werren95,terrestrial,Heliconiuserato30Werren95
Insecta,Endopterygota,Hymenoptera,Braconidae,Pholetesor,circumscriptus,Pholetesorcircumscriptus,NA,1,0,1,Wolbachia,West98,terrestrial,Pholetesorcircumscriptus10West98
Insecta,Endopterygota,Hymenoptera,Torymidae,Physothorax,sp.,Physothoraxsp.,NA,2,2,1,Wolbachia,Ahmed13,terrestrial,Physothoraxsp.22Ahmed13
Insecta,Endopterygota,Hymenoptera,Torymidae,Physothorax,sp.,Physothoraxsp.,parasitoid,2,2,1,Wolbachia,Shoemaker02,terrestrial,Physothoraxsp.22Shoemaker02
Insecta,Endopterygota,Hymenoptera,Torymidae,Physothorax,sp.,Physothoraxsp.,NA,4,1,1,Wolbachia,Ahmed13,terrestrial,Physothoraxsp.41Ahmed13
Insecta,Endopterygota,Hymenoptera,Torymidae,Physothorax,sp.,Physothoraxsp.,parasitoid,4,1,1,Wolbachia,Shoemaker02,terrestrial,Physothoraxsp.41Shoemaker02
Insecta,Endopterygota,Hymenoptera,Ichneumonidae,Pimplinae,sp.,Pimplinaesp.,NA,1,1,1,Wolbachia,Werren95,terrestrial,Pimplinaesp.11Werren95
Insecta,Endopterygota,Hymenoptera,Encyrtidae,Plagiomerus,diaspidis,Plagiomerusdiaspidis,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Plagiomerusdiaspidis10ZchoriFein04
Insecta,Endopterygota,Hymenoptera,Cynipidae,Plagiotrochus,quercusilicis,Plagiotrochusquercusilicis,NA,3,3,1,Wolbachia,Rokas02,terrestrial,Plagiotrochusquercusilicis33Rokas02
Insecta,Endopterygota,Hymenoptera,Platygastridae,Platygaster,oryzae,Platygasteroryzae,NA,2,0,1,Wolbachia,Kittayapong03,terrestrial,Platygasteroryzae20Kittayapong03
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,agraensis,Platyneuraagraensis,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Platyneuraagraensis10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,agraensis,Platyneuraagraensis,Ficus_racemosa,1,0,1,Wolbachia,Chen10,terrestrial,Platyneuraagraensis10Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,dunia,Platyneuradunia,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Platyneuradunia11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,dunia,Platyneuradunia,Ficus_semicordata,1,1,1,Wolbachia,Chen10,terrestrial,Platyneuradunia11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,mayri,Platyneuramayri,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Platyneuramayri11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,mayri,Platyneuramayri,Ficus_racemosa,1,1,1,Wolbachia,Chen10,terrestrial,Platyneuramayri11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,sp.,Platyneurasp.,NA,1,0,1,Wolbachia,Ahmed13,terrestrial,Platyneurasp.10Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,sp.,Platyneurasp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Platyneurasp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyneura,sp.,Platyneurasp.,Ficus_fistulosa,1,1,1,Wolbachia,Chen10,terrestrial,Platyneurasp.11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,awekei,Platyscapaawekei,NA,26,0,1,Wolbachia,Ahmed13,terrestrial,Platyscapaawekei260Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,corneri,Platyscapacorneri,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Platyscapacorneri11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,corneri,Platyscapacorneri,Ficus_superba,1,1,1,Wolbachia,Chen10,terrestrial,Platyscapacorneri11Chen10
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,soraria,Platyscapasoraria,NA,18,0,1,Wolbachia,Ahmed13,terrestrial,Platyscapasoraria180Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,sp.,Platyscapasp.,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Platyscapasp.11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Platyscapa,sp.,Platyscapasp.,Ficus_concinna,1,1,1,Wolbachia,Chen10,terrestrial,Platyscapasp.11Chen10
Insecta,Endopterygota,Hymenoptera,Formicidae,Platythyrea,punctata,Platythyreapunctata,NA,1,0,1,Wolbachia,ZchoriFein04,terrestrial,Platythyreapunctata10ZchoriFein04
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,addicotti,Pleistodontesaddicotti,NA,14,14,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesaddicotti1414Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,addicotti,Pleistodontesaddicotti,NA,14,14,1,Wolbachia,Haine05,terrestrial,Pleistodontesaddicotti1414Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,astrobocheilus,Pleistodontesastrobocheilus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesastrobocheilus11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,astrobocheilus,Pleistodontesastrobocheilus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesastrobocheilus11Haine05
Insecta,Endopterygota,Lepidoptera,Nymphalidae,Heliconius,melpomene,Heliconiusmelpomene,NA,1,0,1,Wolbachia,Werren95,terrestrial,Heliconiusmelpomene10Werren95
Insecta,Endopterygota,Lepidoptera,Castniidae,Heliopetes,sp.,Heliopetessp.,NA,1,0,1,Wolbachia,Werren95,terrestrial,Heliopetessp.10Werren95
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,athysanus,Pleistodontesathysanus,NA,8,8,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesathysanus88Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,athysanus,Pleistodontesathysanus,NA,8,8,1,Wolbachia,Haine05,terrestrial,Pleistodontesathysanus88Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,blandus,Pleistodontesblandus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesblandus11Ahmed13
Insecta,Endopterygota,Diptera,Culicidae,Culiseta,melanura,Culisetamelanura,NA,20,0,1,Wolbachia,Rasgon04,aquatic,Culisetamelanura200Rasgon04
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,blandus,Pleistodontesblandus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesblandus11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,cuneatus,Pleistodontescuneatus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontescuneatus11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,cuneatus,Pleistodontescuneatus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontescuneatus11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,deuterus,Pleistodontesdeuterus,NA,10,10,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesdeuterus1010Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,deuterus,Pleistodontesdeuterus,NA,10,10,1,Wolbachia,Haine05,terrestrial,Pleistodontesdeuterus1010Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,froggatti,Pleistodontesfroggatti,NA,10,0,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesfroggatti100Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,froggatti,Pleistodontesfroggatti,NA,10,0,1,Wolbachia,Haine05,terrestrial,Pleistodontesfroggatti100Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,greenwoodi,Pleistodontesgreenwoodi,NA,14,0,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesgreenwoodi140Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,greenwoodi,Pleistodontesgreenwoodi,NA,14,0,1,Wolbachia,Haine05,terrestrial,Pleistodontesgreenwoodi140Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,imperialis,Pleistodontesimperialis,NA,71,71,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesimperialis7171Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,imperialis,Pleistodontesimperialis,NA,71,71,1,Wolbachia,Haine05,terrestrial,Pleistodontesimperialis7171Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,macrocainus,Pleistodontesmacrocainus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesmacrocainus11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,macrocainus,Pleistodontesmacrocainus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesmacrocainus11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,nigriventris,Pleistodontesnigriventris,NA,17,9,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesnigriventris179Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,nigriventris,Pleistodontesnigriventris,NA,17,9,1,Wolbachia,Haine05,terrestrial,Pleistodontesnigriventris179Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,nitens,Pleistodontesnitens,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesnitens11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,nitens,Pleistodontesnitens,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesnitens11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,plebejus,Pleistodontesplebejus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesplebejus11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,plebejus,Pleistodontesplebejus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesplebejus11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,proximus,Pleistodontesproximus,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesproximus11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,proximus,Pleistodontesproximus,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesproximus11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,regalis,Pleistodontesregalis,NA,7,0,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesregalis70Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,regalis,Pleistodontesregalis,NA,7,0,1,Wolbachia,Haine05,terrestrial,Pleistodontesregalis70Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,riecki,Pleistodontesriecki,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesriecki11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,riecki,Pleistodontesriecki,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesriecki11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,rigisamos,Pleistodontesrigisamos,NA,14,14,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesrigisamos1414Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,rigisamos,Pleistodontesrigisamos,NA,14,14,1,Wolbachia,Haine05,terrestrial,Pleistodontesrigisamos1414Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,schizodontes,Pleistodontesschizodontes,NA,1,1,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesschizodontes11Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,schizodontes,Pleistodontesschizodontes,NA,1,1,1,Wolbachia,Haine05,terrestrial,Pleistodontesschizodontes11Haine05
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,xanthocephalus,Pleistodontesxanthocephalus,NA,9,0,1,Wolbachia,Ahmed13,terrestrial,Pleistodontesxanthocephalus90Ahmed13
Insecta,Endopterygota,Hymenoptera,Agaonidae,Pleistodontes,xanthocephalus,Pleistodontesxanthocephalus,NA,9,0,1,Wolbachia,Haine05,terrestrial,Pleistodontesxanthocephalus90Haine05
Insecta,Endopterygota,Hymenoptera,Eulophidae,Pnigalio,longulus,Pnigaliolongulus,NA,1,0,1,Wolbachia,West98,terrestrial,Pnigaliolongulus10West98
Insecta,Endopterygota,Hymenoptera,Eulophidae,Pnigalio,soemius,Pnigaliosoemius,NA,107,4,1,Wolbachia,Gebiola12,terrestrial,Pnigaliosoemius1074Gebiola12
Insecta,Endopterygota,Hymenoptera,Eulophidae,Pnigalio,soemius,Pnigaliosoemius,NA,1,0,5,Wolbachia,Giorgini10,terrestrial,Pnigaliosoemius10Giorgini10
Insecta,Endopterygota,Hymenoptera,Eulophidae,Pnigalio,soemius,Pnigaliosoemius,NA,1,0,15,Wolbachia,Giorgini10,terrestrial,Pnigaliosoemius10Giorgini10
Insecta,Endopterygota,Hymenoptera,Vespidae,Polistes,dominulus,Polistesdominulus,NA,4,0,1,Wolbachia,Duron08,terrestrial,Polistesdominulus40Duron08
Insecta,Endopterygota,Hymenoptera,Vespidae,Polistes,fuscatus,Polistesfuscatus,NA,1,0,1,Wolbachia,Werren00,terrestrial,Polistesfuscatus10Werren00
Insecta,Endopterygota,Hymenoptera,Vespidae,Polistes,nimpha,Polistesnimpha,NA,20,0,1,Wolbachia,Duron08,terrestrial,Polistesnimpha200Duron08
Insecta,Endopterygota,Hymenoptera,Vespidae,Polistes,versicolor,Polistesversicolor,NA,1,0,1,Wolbachia,Werren95,terrestrial,Polistesversicolor10Werren95
Insecta,Endopterygota,Hymenoptera,Vespidae,Polybia,sp.,Polybiasp.,NA,1,0,1,Wolbachia,Werren95,terrestrial,Polybiasp.10Werren95
Insecta,Endopterygota,Hymenoptera,Formicidae,Polyrachis,sp.,Polyrachissp.,NA,1,0,1,Wolbachia,Kittayapong03,terrestrial,Polyrachissp.10Kittayapong03
Insecta,Endopterygota,Hymenoptera,Formicidae,Polyrachis,sp.,Polyrachissp.,NA,1,0,1,Wolbachia,Kittayapong03,terrestrial,Polyrachissp.10Kittayapong03
Insecta,Endopterygota,Hymenoptera,Formicidae,Polyrachis,sp.,Polyrachissp.,NA,1,1,1,Wolbachia,Kittayapong03,terrestrial,Polyrachissp.11Kittayapong03
Insecta,Endopterygota,Hymenoptera,Formicidae,Polyrachis,sp.,Polyrachissp.,NA,3,0,1,Wolbachia,Kittayapong03,terrestrial,Polyrachissp.30Kittayapong03
Insecta,Endopterygota,Hymenoptera,Formicidae,Polyrhachis,abbreviata,Polyrhachisabbreviata,NA,1,0,1,Wolbachia,Kautz13,terrestrial,Polyrhachisabbreviata10Kautz13
