"","X","spp","Total","Infected"
"1330",1330,"Drosophilasp.",1,0
"1331",1331,"Drosophilasp.",1,0
"1332",1332,"Drosophilasp.",1,1
"1333",1333,"Drosophilasp.",1,0
"1334",1334,"Drosophilasp.",1,0
"1335",1335,"Drosophilasp.",1,1
"1336",1336,"Drosophilasp.",1,0
"1337",1337,"Drosophilasp.",1,0
"1338",1338,"Drosophilasp.",1,0
"1339",1339,"Drosophilasp.",1,0
"1340",1340,"Drosophilasp.",1,1
"1341",1341,"Drosophilasp.",1,0
"1342",1342,"Drosophilasp.",1,0
"1343",1343,"Drosophilasp.",1,0
"1344",1344,"Drosophilasp.",1,0
"1345",1345,"Drosophilasp.",1,0
"1346",1346,"Drosophilasp.",1,1
"1347",1347,"Drosophilasp.",1,0
"1348",1348,"Drosophilasp.",1,0
"1349",1349,"Drosophilasp.",1,0
"1350",1350,"Drosophilasp.",1,0
"1351",1351,"Drosophilasp.",1,1
"1352",1352,"Drosophilasp.",1,0
"1353",1353,"Drosophilasp.",1,1
"1354",1354,"Drosophilasp.",1,0
"1355",1355,"Drosophilasp.",1,0
"1356",1356,"Drosophilasp.",1,1
"1357",1357,"Drosophilasp.",1,0
"1358",1358,"Drosophilasp.",1,0
"1359",1359,"Drosophilasp.",1,0
"1360",1360,"Drosophilasp.",1,0
"1361",1361,"Drosophilasp.",1,0
"1362",1362,"Drosophilasp.",1,0
"1363",1363,"Drosophilasp.",1,0
"1364",1364,"Drosophilasp.",1,0
"1365",1365,"Drosophilasp.",1,0
"1366",1366,"Drosophilasp.",1,1
"1367",1367,"Drosophilasp.",1,0
"1368",1368,"Drosophilasp.",1,1
"1369",1369,"Drosophilasp.",1,0
"1370",1370,"Drosophilasp.",1,0
"1371",1371,"Drosophilasp.",1,0
"1372",1372,"Drosophilasp.",1,0
"1373",1373,"Drosophilasp.",1,0
"1374",1374,"Drosophilasp.",1,0
"1375",1375,"Drosophilasp.",1,0
"1376",1376,"Drosophilasp.",1,0
"1377",1377,"Drosophilasp.",1,0
"1378",1378,"Drosophilasp.",1,0
"1379",1379,"Drosophilasp.",1,0
"1380",1380,"Drosophilasp.",1,0
"1381",1381,"Drosophilasp.",1,1
"1382",1382,"Drosophilasp.",1,0
"1383",1383,"Drosophilasp.",1,0
"1384",1384,"Drosophilasp.",1,0
"1385",1385,"Drosophilasp.",1,1
"1386",1386,"Drosophilasp.",1,0
"1387",1387,"Drosophilasp.",1,0
"1388",1388,"Drosophilasp.",1,0
"1389",1389,"Drosophilasp.",1,0
"1390",1390,"Drosophilasp.",1,0
"1391",1391,"Drosophilasp.",1,0
"1392",1392,"Drosophilasp.",1,1
"1393",1393,"Drosophilasp.",1,0
"1394",1394,"Drosophilasp.",1,0
"1395",1395,"Drosophilasp.",1,1
"1396",1396,"Drosophilasp.",1,0
"1397",1397,"Drosophilasp.",1,0
"1398",1398,"Drosophilasp.",1,0
"1399",1399,"Drosophilasp.",1,1
"1400",1400,"Drosophilasp.",1,0
"1401",1401,"Drosophilasp.",1,0
"1402",1402,"Drosophilasp.",1,0
"1403",1403,"Drosophilasp.",1,0
"1404",1404,"Drosophilasp.",1,0
"1405",1405,"Drosophilasp.",1,0
"1406",1406,"Drosophilasp.",1,0
"1407",1407,"Drosophilasp.",1,1
"1408",1408,"Drosophilasp.",1,1
"1409",1409,"Drosophilasp.",1,0
"1410",1410,"Drosophilasp.",1,0
"1411",1411,"Drosophilasp.",1,0
"1412",1412,"Drosophilasp.",1,0
"1413",1413,"Drosophilasp.",1,0
"1414",1414,"Drosophilasp.",1,0
"1415",1415,"Drosophilasp.",1,0
"1416",1416,"Drosophilasp.",1,0
"1417",1417,"Drosophilasp.",1,0
"1418",1418,"Drosophilasp.",1,0
"1419",1419,"Drosophilasp.",1,0
"1420",1420,"Drosophilasp.",1,0
"1421",1421,"Drosophilasp.",1,0
"1422",1422,"Drosophilasp.",1,0
"1423",1423,"Drosophilasp.",1,0
"1424",1424,"Drosophilasturtevanti",1,0
"1425",1425,"Drosophilasuzukii",24,3
"1426",1426,"Drosophilatestacea",18,12
"1427",1427,"Drosophilatropicalis",1,1
"1428",1428,"Drosophilawheeleri",1,0
"1429",1429,"Drosophilawillistoni",11,3
"1430",1430,"Dryasjulia",1,0
"1431",1431,"Dryasjunio",2,0
"1432",1432,"Dryptajaponica",1,0
"1433",1433,"Dybowskyiareticulata",1,0
"1434",1434,"Dynamenebidentata",4,0
"1435",1435,"Dynaminemylitta",1,0
"1436",1436,"Dynaminethalassina",1,0
"1437",1437,"Dysaphisapiifolia",1,0
"1438",1438,"Dysaphisplantaginea",1,0
"1439",1439,"Dysaphisplantaginea",1,0
"1440",1440,"Dysaphispyri",2,0
"1441",1441,"Dyscritomyiasp.",1,0
"1442",1442,"Dyscritomyiasp.",1,1
"1443",1443,"Dyscritomyiasp.",1,0
"1444",1444,"Dyscritomyiasp.",1,0
"1445",1445,"Dyscritulusplaniceps",1,0
"1446",1446,"Dysderacrocata",2,0
"1447",1447,"Dysderaerythrina",4,0
"1448",1448,"Dysdercuscingulatus",2,0
"1449",1449,"Dysdercusdecussatus",2,0
"1450",1450,"Dysdercuspoecilus",3,0
"1451",1451,"Dysdercussp.",1,0
"1452",1452,"Echidnophagagallinacea",101,24
"1453",1453,"Echinocnemusoryzae",2,0
"1454",1454,"Echinogammarussp.",2,0
"1455",1455,"Ecitonburchellii",1,0
"1456",1456,"Ecitonhamatum",1,0
"1457",1457,"Ecitonlucanoides_conquistador",1,0
"1458",1458,"Ecitonmexicanum",1,0
"1459",1459,"Ecitonvagans",1,0
"1460",1460,"Ectatommatuberculatum",2,1
"1461",1461,"Ectinorusalejoi",1,1
"1462",1462,"Ectomocorisbiguttulus",1,0
"1463",1463,"Ectrychotesandreae",1,0
"1464",1464,"Elachertusinunctus",2,0
"1465",1465,"Elasmostethusbrevis",1,1
"1466",1466,"Elasmostethushumeralis",1,0
"1467",1467,"Elasmuchaamurensis",2,2
"1468",1468,"Elasmuchadorsalis",1,0
"1469",1469,"Elasmuchagrisea",16,0
"1470",1470,"Elasmuchaputoni",2,2
"1471",1471,"Elasmuchasignoreti",1,1
"1472",1472,"Elasmusphilippinensis",1,0
"1473",1473,"Eldanasaccharina",20,0
"1474",1474,"Elenchusjaponicus",12,1
"1475",1475,"Elisabethiellabergi",3,2
"1476",1476,"Elisabethiellacomptoni",8,4
"1477",1477,"Elisabethiellaglumosae",20,9
"1478",1478,"Elisabethiellastuckenbergi",19,19
"1479",1479,"Ellescusbipunctatus",1,1
"1480",1480,"Elumapurpurascens",1,0
"1481",1481,"Elymniashypermnestra",1,0
"1482",1482,"Elzuniapavonii",1,0
"1483",1483,"Empis_(Empis)bicuspidata",1,0
"1484",1484,"Empis_(Empis)nigripes",1,0
"1485",1485,"Empis_(Kritempis)livida",1,0
"1486",1486,"Empis_(Xanthempis)trigramma",1,0
"1487",1487,"Empoascanaraalami",37,1
"1488",1488,"Enallagmacyathigerum",3,0
"1489",1489,"Enallagmaparvum",4,0
"1490",1490,"Encarsiaadusta",1,0
"1491",1491,"Encarsiaazimi",1,0
"1492",1492,"Encarsiabimaculata",3,0
"1493",1493,"Encarsiaformosa",4,4
"1494",1494,"Encarsiajaponica",3,0
"1495",1495,"Encarsiajaponica",3,0
"1496",1496,"Encarsialutea",7,0
"1497",1497,"Encarsianigricephala",1,0
"1498",1498,"Encarsiapergandiella",3,3
"1499",1499,"Encarsiasmithi",1,0
"1500",1500,"Encarsiasophia",4,0
"1501",1501,"Encarsiasp.",3,3
"1502",1502,"Encarsiasp.",3,3
"1503",1503,"Encarsiellanoyessi",1,0
"1504",1504,"Enodiaportlandia",1,0
"1505",1505,"Enoplognathaovata",20,1
"1506",1506,"Enoploplactuslizeri",1,0
"1507",1507,"Enoploplactussulfureovitattus",1,0
"1508",1508,"Entelecaraflavipes",1,1
"1509",1509,"Entelecaraomissa",1,0
"1510",1510,"Eocantheconafurcellata",1,0
"1511",1511,"Eocumadolfusi",4,0
"1512",1512,"Eotetranychusasiaticus",1,0
"1513",1513,"Eotetranychuscornicola",1,0
"1514",1514,"Eotetranychusdissectus",1,0
"1515",1515,"Eotetranychusrubricans",1,0
"1516",1516,"Eotetranychussmithi",1,0
"1517",1517,"Eotetranychussuginamensis",1,0
"1518",1518,"Eotetranychustiliarium",2,0
"1519",1519,"Eotetranychusuchidai",1,0
"1520",1520,"Eotetranychusuncatus",2,0
"1521",1521,"Epargyreusclarus",1,0
"1522",1522,"Epeurysanawaii",1,0
"1523",1523,"Ephedruspersicae",1,0
"1524",1524,"Ephedrusplagiator",1,0
"1525",1525,"Ephemerasp.",1,0
"1526",1526,"Ephestiacautella",1,1
"1527",1527,"Ephestiacautella",1,1
"1528",1528,"Ephestiaelutella",1,0
"1529",1529,"Ephestiakuehniella",1,1
"1530",1530,"Ephestiakuehniella",1,1
"1531",1531,"Ephestiakuehniella",1,1
"1532",1532,"Ephestiakuehniella",1,1
"1533",1533,"Ephestiakuehniella",1,1
"1534",1534,"Ephestiakuehniella",1,1
"1535",1535,"Ephestiakuehniella",1,1
"1536",1536,"Ephestiakuehniella",1,1
"1537",1537,"Ephestiasp.",1,1
"1538",1538,"Epicautacinerea",1,1
"1539",1539,"Epicopeiahainesii",4,0
"1540",1540,"Epilachnaborealis",1,0
"1541",1541,"Epilachnaindica",1,0
"1542",1542,"Epilachnavigintioctopunctata",11,0
"1543",1543,"Episyrphusbalteatus",4,3
"1544",1544,"Eponisiaguttulinervis",1,0
"1545",1545,"Epunkabilineata",1,0
"1546",1546,"Erebiaepipsodea",1,0
"1547",1547,"Eretmocerusmundus",6,3
"1548",1548,"Eretmocerussp.",3,3
"1549",1549,"Eretmocerussp.",3,3
"1550",1550,"Eretmocerussp.",3,1
"1551",1551,"Erigonearctica",1,0
"1552",1552,"Erigoneatra",20,4
"1553",1553,"Erigonedentipalis",18,3
"1554",1554,"Erigonelongipalpis",4,1
"1555",1555,"Erigoneprominens",30,0
"1556",1556,"Erigonepromiscua",1,1
"1557",1557,"Eriophorafuliginea",2,0
"1558",1558,"Eriosomalanuginosum",1,0
"1559",1559,"Eriosomalanuginosum",1,0
"1560",1560,"Eriovixiacavaleriei",30,8
"1561",1561,"Eristalisarbustorum",10,7
"1562",1562,"Eristalistenax",7,0
"1563",1563,"Erthesinafullo",2,0
"1564",1564,"Erynnistages",1,1
"1565",1565,"Ethiromyiachalybea",1,0
"1566",1566,"Ethiromyiachalybea",1,0
"1567",1567,"Eubaphemendica",2,0
"1568",1568,"Euborelliaphilippinensis",1,0
"1569",1569,"Eucallipterustiliae",1,0
"1570",1570,"Eucallipterustiliae",1,0
"1571",1571,"Eucalyptolymamaidenii",1,1
"1572",1572,"Eucarazziaelegans",1,0
"1573",1573,"Euchrysopscnejus",1,0
"1574",1574,"Euchrysopscnejus",1,0
"1575",1575,"Euchrysopsdolorosa",1,0
"1576",1576,"Euchrysopskatangae",1,0
"1577",1577,"Euchrysopsmalathana",1,0
"1578",1578,"Euchrysopsosiris",1,0
"1579",1579,"Euchrysopspandava",1,0
"1580",1580,"Eucoryphusbrunneri",1,0
"1581",1581,"Eucoryphuscoeruleus",1,0
"1582",1582,"Eucoryssesgrandis",2,0
"1583",1583,"Eucyprispigra",1,0
"1584",1584,"Eucyprisvirens",1,0
"1585",1585,"Eucyprisvirens",1,0
"1586",1586,"Eucyprisvirens",1,0
"1587",1587,"Eucyprisvirens",1,0
"1588",1588,"Eucyprisvirens",1,0
"1589",1589,"Eucyprisvirens",1,0
"1590",1590,"Eucyprisvirens",1,0
"1591",1591,"Eucyprisvirens",1,0
"1592",1592,"Eucyprisvirens",1,0
"1593",1593,"Eucyprisvirens",1,0
"1594",1594,"Eucyprisvirens",1,0
"1595",1595,"Eucyprisvirens",1,0
"1596",1596,"Eucyprisvirens",1,0
"1597",1597,"Eucyprisvirens",1,0
"1598",1598,"Eucyprisvirens",1,0
"1599",1599,"Eucyprisvirens",1,0
"1600",1600,"Eucyprisvirens",1,0
"1601",1601,"Eucyprisvirens",1,0
"1602",1602,"Eucyprisvirens",1,0
"1603",1603,"Eucyprisvirens",1,0
"1604",1604,"Eucyprisvirens",1,0
"1605",1605,"Eucyprisvirens",1,0
"1606",1606,"Eucyprisvirens",1,0
"1607",1607,"Eucyprisvirens",1,0
"1608",1608,"Eucyprisvirens",1,0
"1609",1609,"Eucyprisvirens",1,0
"1610",1610,"Eucyprisvirens",1,0
"1611",1611,"Eucyprisvirens",1,0
"1612",1612,"Eucyprisvirens",1,0
"1613",1613,"Eucyprisvirens",1,0
"1614",1614,"Eucyprisvirens",1,0
"1615",1615,"Eucyprisvirens",1,0
"1616",1616,"Eucyprisvirens",1,0
"1617",1617,"Eucyprisvirens",1,0
"1618",1618,"Eucyprisvirens",1,0
"1619",1619,"Eucyprisvirens",1,0
"1620",1620,"Eucyprisvirens",1,0
"1621",1621,"Eugnathusalterans",1,0
"1622",1622,"Euidesspeciosa",1,0
"1623",1623,"Eukoebeleasp.",7,5
"1624",1624,"Eukoebeleasp.",7,5
"1625",1625,"Eukoebeleasycomori",14,12
"1626",1626,"Eulachnusmediterraneus",1,0
"1627",1627,"Eulachnusrileyi",1,0
"1628",1628,"Eumaeussp.",1,0
"1629",1629,"Eumenesfraternus",1,1
"1630",1630,"Euphaedranigrobasalis",1,0
"1631",1631,"Euphilotespallescens",12,3
"1632",1632,"Euphydryasaurinia",1,1
"1633",1633,"Euphyesdukesi",1,1
"1634",1634,"Euplagiaquadripunctaria",2,0
"1635",1635,"Euploeacore",30,0
"1636",1636,"Euploeacrameri",1,0
"1637",1637,"Eupristinakoningsbergeri",1,1
"1638",1638,"Eupristinakoningsbergeri",1,1
"1639",1639,"Eupristinasp.",2,2
"1640",1640,"Eupristinasp.",2,0
"1641",1641,"Eupristinasp.",2,2
"1642",1642,"Eupristinasp.",2,0
"1643",1643,"Eupristinaverticillata",1,1
"1644",1644,"Eupristinaverticillata",1,1
"1645",1645,"Eupterotemellifera",1,1
"1646",1646,"Euptoietaclandia",1,1
"1647",1647,"Euptychiahesionides",1,0
"1648",1648,"Eurema(Terias)hecabe",72,72
"1649",1649,"Euremablanda",1,0
"1650",1650,"Euremablanda",1,0
"1651",1651,"Euremabrigitta",2,0
"1652",1652,"Euremadaira",2,0
"1653",1653,"Euremalaeta",2,1
"1654",1654,"Euremanice",5,0
"1655",1655,"Eurybrachystomentosa",1,1
"1656",1656,"Eurydemadominulus",1,1
"1657",1657,"Eurydemarugosa",1,0
"1658",1658,"Eurydiceaffinis",7,0
"1659",1659,"Eurymetopusfallax",1,1
"1660",1660,"Eurymetopusglobosus",1,1
"1661",1661,"Eurynogastersp.",1,0
"1662",1662,"Eurynogastersp.",1,0
"1663",1663,"Eurynogastersp.",1,0
"1664",1664,"Eurynogastersp.",1,0
"1665",1665,"Eurynogastersp.",1,0
"1666",1666,"Eurynogastersp.",1,0
"1667",1667,"Eurynogastersp.",1,0
"1668",1668,"Eurynogastersp.",1,0
"1669",1669,"Eurytidestelesilaus",1,0
"1670",1670,"Euscelidiusvariegatus",1,0
"1671",1671,"Euschemonrafflesia",1,0
"1672",1672,"Euschistussp.",1,0
"1673",1673,"Euschistusvariolarius",1,0
"1674",1674,"Euscorpiusflavicauda",1,0
"1675",1675,"Euscyrtusconcinnus",27,0
"1676",1676,"Euselasiaeurora",1,0
"1677",1677,"Eusomusovulum",1,1
"1678",1678,"Euthalialubentina",1,0
"1679",1679,"Euthalianais",1,0
"1680",1680,"Evarchafalcata",20,0
"1681",1681,"Everesargiades",2,2
"1682",1682,"Exitianussp.",8,0
"1683",1683,"Exochomusquadripustulatus",95,0
"1684",1684,"Extatosomatiaratum",1,0
"1685",1685,"Eysarcorisaeneus",1,0
"1686",1686,"Eysarcorisannamita",3,3
"1687",1687,"Eysarcorislewisi",5,0
"1688",1688,"Eysarcorisventralis",6,0
"1689",1689,"Falcotyalyraeformis",1,0
"1690",1690,"Fanniaarmata",1,0
"1691",1691,"Fanniaarmata",1,1
"1692",1692,"Fanniamollissima",1,0
"1693",1693,"Fanniaserena",1,1
"1694",1694,"Fidicinamannifera",1,0
"1695",1695,"Fixeniaiyonis",1,0
"1696",1696,"Fixeniamera",3,0
"1697",1697,"Folsomiacandida",1,1
"1698",1698,"Fopiusarisanus",1,1
"1699",1699,"Fopiusceratitivorous",1,1
"1700",1700,"Forcipomyiataiwana",19,19
"1701",1701,"Fordaformicaria",1,0
"1702",1702,"Fordaformicaria",1,0
"1703",1703,"Fordaformicaria",1,0
"1704",1704,"Fordamarginata",1,0
"1705",1705,"Fordamarginata",1,0
"1706",1706,"Forficulaauricularia",16,0
"1707",1707,"Formicaaquilonia",110,55
"1708",1708,"Formicacinerea",110,2
"1709",1709,"Formicalugubris",40,20
"1710",1710,"Formicalugubris",40,20
"1711",1711,"Formicalugubris",40,20
"1712",1712,"Formicalugubris",40,20
"1713",1713,"Formicalugubris",40,20
"1714",1714,"Formicapolyctena",40,20
"1715",1715,"Formicapolyctena",40,20
"1716",1716,"Formicasp.",1,1
"1717",1717,"Formicasp.",1,0
"1718",1718,"Formicomusbraminus",6,0
"1719",1719,"Formicomussp.",1,0
"1720",1720,"Foucartialiturata",1,0
"1721",1721,"Frankliniellaoccidentalis",1,0
"1722",1722,"Frankliniellaschultzei",11,1
"1723",1723,"Franklinothripsorizabensis",1,0
"1724",1724,"Franklinothripsvespiformis",1,0
"1725",1725,"Galeatusspinifrons",1,1
"1726",1726,"Galendromusannectens",1,1
"1727",1727,"Galendromushelveolus",1,0
"1728",1728,"Galendromusoccidentalis",1,1
"1729",1729,"Galendromusoccidentalis",1,1
"1730",1730,"Galendromusoccidentalis",1,1
"1731",1731,"Galendromusoccidentalis",1,1
"1732",1732,"Galendromusoccidentalis",1,1
"1733",1733,"Galendromusoccidentalis",1,1
"1734",1734,"Galeritasp.",1,0
"1735",1735,"Gambrussp.",2,0
"1736",1736,"Gammarusduebeni",14,0
"1737",1737,"Gammaruslocusta",2,0
"1738",1738,"Gammaruspulex",10,0
"1739",1739,"Gammaruszaddachi",8,0
"1740",1740,"Garaganagaragawana",1,0
"1741",1741,"Garaganagaragawana",1,1
"1742",1742,"Gasterophilusintestinalis",12,0
"1743",1743,"Gasteruptionsp.",1,0
"1744",1744,"Geocorisproteus",1,1
"1745",1745,"Geocorissp.",2,0
"1746",1746,"Geoicautricularia",1,0
"1747",1747,"Geoicautricularia",1,0
"1748",1748,"Geotomuspygmaeus",8,0
"1749",1749,"Geotomussp.",1,0
"1750",1750,"Geotrupessplendidus",1,0
"1751",1751,"Geotrupesstercorarius",3,0
"1752",1752,"Germarostesglobosus",1,0
"1753",1753,"Gerrissp.",12,0
"1754",1754,"Geusibiaashcrafti",1,1
"1755",1755,"Gimnomeracerea",1,1
"1756",1756,"Gimnomeradorsata",1,1
"1757",1757,"Gimnomeratarsea",1,0
"1758",1758,"Glaresisecostata",1,0
"1759",1759,"Glomeriscastanea",4,0
"1760",1760,"Glossinaausteni",117,115
"1761",1761,"Glossinabrevipalpis",121,0
"1762",1762,"Glossinafuscipes",69,37
"1763",1763,"Glossinalongipennis",47,0
"1764",1764,"Glossinamorsitans",122,122
"1765",1765,"Glossinapallidipes",470,0
"1766",1766,"Glossinapalpalis",188,1
"1767",1767,"Glossinaswynnertoni",27,3
"1768",1768,"Glossinatachinoides",93,0
"1769",1769,"Glycaspisbrimblecombei",1,0
"1770",1770,"Glyphidopssp.",1,0
"1771",1771,"Glyphodes=Margaroniapyloalis",1,1
"1772",1772,"Glyphodes=Margaroniapyloalis",1,1
"1773",1773,"Glyphodes=Margaroniapyloalis",1,0
"1774",1774,"Gnathoceruscornutus",1,0
"1775",1775,"Gnathonariumdentatum",1,0
"1776",1776,"Gonatiumrubellum",1,0
"1777",1777,"Gonatiumrubens",1,1
"1778",1778,"Gongylidiellumvivum",1,0
"1779",1779,"Goniocotesgallinae",1,0
"1780",1780,"Goniodesmeleagridis",1,0
"1781",1781,"Goniozussp.",5,1
"1782",1782,"Goniozustriangulifer",2,0
"1783",1783,"Gonopsisaffinis",1,0
"1784",1784,"Grammopteramilitaris",1,1
"1785",1785,"Graphiumagamemnon",2,0
"1786",1786,"Graphiumsarpedon",1,0
"1787",1787,"Graphosomaitalicum",12,0
"1788",1788,"Graphosomarubrolineatum",1,0
"1789",1789,"Graptomyzabrevirostis",5,3
"1790",1790,"Graptostethusservus",1,0
"1791",1791,"Gretanr._ochretis",1,0
"1792",1792,"Gryllomorphadalmatina",2,2
"1793",1793,"Gryllotalpaorientalis",1,0
"1794",1794,"Guignotuspusillus",12,12
"1795",1795,"Gymnopternusaerosus",1,0
"1796",1796,"Gymnopternusangustifrons",1,1
"1797",1797,"Gymnopternusassimilis",1,0
"1798",1798,"Gymnopternusblankaartensis",1,0
"1799",1799,"Gymnopternusbrevicornis",1,0
"1800",1800,"Gymnopternusbrevicornis",1,0
"1801",1801,"Gymnopternusbrevicornis",1,0
"1802",1802,"Gymnopternusbrevicornis",1,0
"1803",1803,"Gymnopternusceler",1,0
"1804",1804,"Gymnopternusceler",1,0
"1805",1805,"Gymnopternusceler",1,0
"1806",1806,"Gymnopternusceler",1,0
"1807",1807,"Gymnopternusceler",1,0
"1808",1808,"Gymnopternusceler",1,0
"1809",1809,"Gymnopternusceler",1,0
"1810",1810,"Gymnopternuscupreus",1,1
"1811",1811,"Gymnopternushelveticus",1,0
"1812",1812,"Gymnopternushelveticus",1,0
"1813",1813,"Gymnopternusmetallicus",1,0
"1814",1814,"Gymnopternussilvestris",1,0
"1815",1815,"Haemaphysalisconcinna",2,0
"1816",1816,"Haematobiairritans",10,10
"1817",1817,"Haematopinusquadripertusus",1,0
"1818",1818,"Haematopotapluvialis",8,0
"1819",1819,"Haeterapiera",1,0
"1820",1820,"Halictinaesp.",1,1
"1821",1821,"Halictussp.",19,14
"1822",1822,"Haloratesreprobus",1,0
"1823",1823,"Halotydeusdestructor",1,0
"1824",1824,"Halpeporus",1,0
"1825",1825,"Halticusminutus",129,49
"1826",1826,"Halyomorphahalys",4,0
"1827",1827,"Halyziasedecimguttata",260,3
"1828",1828,"Hamadryasamphinome",1,0
"1829",1829,"Hamadryasfebrua",1,0
"1830",1830,"Haplodrassussignifer",1,0
"1831",1831,"Haplophthalmusdanicus",5,1
"1832",1832,"Haplophthalmusmengei",1,0
"1833",1833,"Haptoncussp.",10,0
"1834",1834,"Harmaliasameshimai",1,1
"1835",1835,"Harmoniaaxyridis",22,0
"1836",1836,"Harmoniaoctomaculata",5,0
"1837",1837,"Harmoniaquadripunctata",33,0
"1838",1838,"Harmstonianr_recta",1,0
"1839",1839,"Harpaluspennsylvanicus",1,0
"1840",1840,"Harpoceraorientalis",1,0
"1841",1841,"Hasorasp.",1,0
"1842",1842,"Haustoriusarenarius",2,0
"1843",1843,"Hayhurstiaatriplicis",3,0
"1844",1844,"Hecalussp.",2,0
"1845",1845,"Heliconiuserato",3,0
"1846",1846,"Heliconiusmelpomene",1,0
"1847",1847,"Helicopiscupido",1,0
"1848",1848,"Heliopetessp.",1,0
"1849",1849,"Helleriabrevicornis",7,1
"1850",1850,"Helleriabrevicornis",7,0
"1851",1851,"Hemerodromiabaetica",1,0
"1852",1852,"Hemiberlesialataniae",1,0
"1853",1853,"Hemilepistusreaumuri",13,0
"1854",1854,"Hemiowoodwardia",1,0
"1855",1855,"Hercostomuschaerophylli",1,0
"1856",1856,"Hercostomuschetifer",1,0
"1857",1857,"Hercostomusfugax",1,0
"1858",1858,"Hercostomusfulvicaudis",1,0
"1859",1859,"Hercostomusgermanus",1,0
"1860",1860,"Hercostomuslongiventris",1,0
"1861",1861,"Hercostomusnanus",1,0
"1862",1862,"Hercostomusnigrilamellatus",1,0
"1863",1863,"Hercostomusnigripennis",1,0
"1864",1864,"Hercostomusnigriplantis",1,0
"1865",1865,"Hercostomusnigriplantis",1,0
"1866",1866,"Hercostomusparvilamellatus",1,0
"1867",1867,"Hercostomuspilifer",1,0
"1868",1868,"Hercostomusplagiatus",1,0
"1869",1869,"Hercostomuspraeceps",1,1
"1870",1870,"Hercostomusrusticus",1,0
"1871",1871,"Hercostomussp.",1,0
"1872",1872,"Hercostomusverbekei",1,0
"1873",1873,"Hercostomusvivax",1,0
"1874",1874,"Hercostomusvockerothi",1,0
"1875",1875,"Herodotiasp.",1,1
"1876",1876,"Herodotiasp.",1,1
"1877",1877,"Hesperiaottoe",1,1
"1878",1878,"Heterandriumsp.",2,0
"1879",1879,"Heterandriumsp.",2,0
"1880",1880,"Heterocyprisincongruens",1,0
"1881",1881,"Hexageniasp.",1,0
"1882",1882,"Hierodulabipapilla",1,0
"1883",1883,"Hierodulasp.",1,0
"1884",1884,"Hieroglyphusbanian",1,0
"1885",1885,"Hilarainterstincta",1,0
"1886",1886,"Himeunkatateyamaella",1,1
"1887",1887,"Hippoboscaequina",15,0
"1888",1888,"Hippodemiaconvergens",1,0
"1889",1889,"Hirozuunkajaponica",1,1
"1890",1890,"Hirtodrosophilasp.",1,0
"1891",1891,"Hirtodrosophilasp.",1,0
"1892",1892,"Hirtodrosophilasp.",1,0
"1893",1893,"Hirtodrosophilasp.",1,0
"1894",1894,"Holocnemuspluchei",20,0
"1895",1895,"Homalodiscacoagulata",1,1
"1896",1896,"Homalogoniaobtusa",1,0
"1897",1897,"Homoeocerusdilatatus",1,0
"1898",1898,"Homoeocerusmarginiventris",1,0
"1899",1899,"Homoeocerusunipunctatus",4,1
"1900",1900,"Hoplocallispicta",1,0
"1901",1901,"Hoplocallispicta",1,0
"1902",1902,"Hoplocallispicta",1,0
"1903",1903,"Horridipamerainconspicua",1,1
"1904",1904,"Horridipameranietneri",1,1
"1905",1905,"Hosunkahakonensis",1,0
"1906",1906,"Hosunkatestacea",1,0
"1907",1907,"Hyadaphiscoriandri",1,0
"1908",1908,"Hyadaphispasserinii",1,0
"1909",1909,"Hyalommaexcavatum",1,0
"1910",1910,"Hyalopterusamygdali",1,0
"1911",1911,"Hyalopteruspruni",1,0
"1912",1912,"Hyalopterussp.",1,0
"1913",1913,"Hyalopterussp.",1,0
"1914",1914,"Hyalopterussp.",1,0
"1915",1915,"Hybocoptusdecollatus",1,0
"1916",1916,"Hybosfemoratus",1,1
"1917",1917,"Hybosorusilligeri",1,0
"1918",1918,"Hydrelliasp.",12,0
"1919",1919,"Hydrometrastagnorum",20,20
"1920",1920,"Hydrometravittata",4,0
"1921",1921,"Hydromyzaconfluens",1,0
"1922",1922,"Hydromyzalivens",1,1
"1923",1923,"Hydronomidiusmolitor",1,1
"1924",1924,"Hydrophilusacuminatus",7,0
"1925",1925,"Hydrophorinaesp.",1,0
"1926",1926,"Hydrophorinaesp.",1,0
"1927",1927,"Hydrophorusborealis",1,0
"1928",1928,"Hydrophorusoceanus",1,0
"1929",1929,"Hydrophorusoceanus",1,0
"1930",1930,"Hydrophoruspraecox",1,1
"1931",1931,"Hydrophorusrogenhoferi",1,0
"1932",1932,"Hygialativentris",1,1
"1933",1933,"Hygiaopaca",6,6
"1934",1934,"Hylaeussp.",1,0
"1935",1935,"Hylaeussp.",1,0
"1936",1936,"Hylephilaphlaeas",1,1
"1937",1937,"Hyloniscusriparius",2,2
"1938",1938,"Hylyphantesgraminicola",30,0
"1939",1939,"Hyperomyzuslactucae",3,0
"1940",1940,"Hyperomyzuspallidus",1,0
"1941",1941,"Hypolimnasbolina",327,176
"1942",1942,"Hypolimnasmisippus",4,0
"1943",1943,"Hypommabituberculatum",1,1
"1944",1944,"Hypommacornutum",1,0
"1945",1945,"Hyposidratalac",1,0
"1946",1946,"Hysteroneurasetariae",9,0
"1947",1947,"Iceryaaegyptiaca",1,0
"1948",1948,"Iceryapurchasi",12,12
"1949",1949,"Idarnessp.",6,6
