Class,Subdivision,Order,Family,Genus,Species,Subpop.,spp,Total,Infected,Pool Size,Bacterium,Paper
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,perbosci,NA,Pseudomyrmexperbosci,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,salvini,NA,Pseudomyrmexsalvini,2,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,salvini,NA,Pseudomyrmexsalvini,2,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,salvini,NA,Pseudomyrmexsalvini,2,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,satanicus,NA,Pseudomyrmexsatanicus,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,satanicus,NA,Pseudomyrmexsatanicus,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,satanicus,NA,Pseudomyrmexsatanicus,1,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,2,0,3,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,5,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,2,0,3,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,5,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,2,0,3,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,seminole,NA,Pseudomyrmexseminole,1,0,5,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,NA,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,nr._eduardi,Pseudomyrmexsp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,nr._eduardi,Pseudomyrmexsp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,sp.,nr._eduardi,Pseudomyrmexsp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,spinicola,NA,Pseudomyrmexspinicola,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,spinicola,NA,Pseudomyrmexspinicola,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,spinicola,NA,Pseudomyrmexspinicola,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,tenuis,NA,Pseudomyrmextenuis,3,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,tenuis,NA,Pseudomyrmextenuis,3,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,tenuis,NA,Pseudomyrmextenuis,3,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,termitarius,NA,Pseudomyrmextermitarius,3,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,termitarius,NA,Pseudomyrmextermitarius,3,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,termitarius,NA,Pseudomyrmextermitarius,3,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,triplaridis,NA,Pseudomyrmextriplaridis,2,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,triplaridis,NA,Pseudomyrmextriplaridis,2,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pseudomyrmex,triplaridis,NA,Pseudomyrmextriplaridis,2,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Pyramica,pulchella,Dacetonini,Pyramicapulchella,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Rhopalomastix,janeti,Melissotarsini,Rhopalomastixjaneti,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Rhopalomastix,sp.,Melissotarsini,Rhopalomastixsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Rhoptromyrmex,sp.,Tetramoriini,Rhoptromyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Rhytidoponera,metallica,Ectatommini,Rhytidoponerametallica,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Sericomyrmex,sp.,Attini,Sericomyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,geminata,NA,Solenopsisgeminata,5,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,geminata,NA,Solenopsisgeminata,5,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,geminata,NA,Solenopsisgeminata,5,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,6,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,6,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,6,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,60,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,59,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,41,2,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,43,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,64,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,62,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,59,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,82,1,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,3,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,64,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,34,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,59,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,65,9,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,48,15,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,82,35,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,50,4,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,52,11,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,44,3,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,53,12,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,40,30,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,54,16,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,50,10,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,34,34,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,67,36,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,36,34,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,65,36,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,53,29,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,36,34,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,25,13,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,55,30,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,63,36,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,90,81,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,47,38,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,90,80,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,30,30,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,65,63,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,79,79,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,132,79,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,71,68,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,27,14,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,55,30,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,54,34,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,40,35,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,50,43,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,91,80,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,30,30,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,64,63,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,79,79,1,Wolbachia,Ahrens05
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,20,20,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,4,4,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,3,3,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,1,1,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,2,2,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,1,1,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,56,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,59,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,1,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,25,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,55,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,44,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,61,8,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,76,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,63,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,55,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,31,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,1,0,1,Wolbachia,Bouwma06
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,5,4,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,18,3,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,4,0,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,11,3,1,Wolbachia,Bouwma11
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,31,31,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,67,43,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,34,34,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,67,43,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,34,34,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,10,8,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,NA,Solenopsisinvicta,5,5,1,Wolbachia,Shoemaker03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,invicta,Solenopsidini,Solenopsisinvicta,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,richteri,NA,Solenopsisrichteri,19,15,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,richteri,NA,Solenopsisrichteri,19,19,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,richteri,NA,Solenopsisrichteri,20,15,1,Wolbachia,Shoemaker00
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,sp.,NA,Solenopsissp.,2,1,1,Wolbachia,Kittayapong03
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,sp.,Solenopsidini,Solenopsissp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Solenopsis,sp.,Solenopsidini,Solenopsissp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Sphinctomyrmex,sp.,Cerapachyini,Sphinctomyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Stenamma,snellingi,Stenammini,Stenammasnellingi,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Strumigenys,sp.,Dacetonini,Strumigenyssp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tapinoma,opacum,Dolichoderini,Tapinomaopacum,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tatuidris,tatusia,Agroecomyrmecini,Tatuidristatusia,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Technomyrmex,albipes,Dolichoderini,Technomyrmexalbipes,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Technomyrmex,sp.,Dolichoderini,Technomyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Technomyrmex,sp.,Dolichoderini,Technomyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Technomyrmex,sp.,Dolichoderini,Technomyrmexsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Temnothorax,tricarinatus,Formicoxenini,Temnothoraxtricarinatus,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Terataner,sp.,Formicoxenini,Teratanersp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tetramorium,hispidum,Tetramoriini,Tetramoriumhispidum,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tetramorium,sp.,Tetramoriini,Tetramoriumsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tetramorium,sp.,Tetramoriini,Tetramoriumsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tetramorium,sp.,Tetramoriini,Tetramoriumsp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,penzigi,NA,Tetraponerapenzigi,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,penzigi,NA,Tetraponerapenzigi,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,penzigi,NA,Tetraponerapenzigi,1,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Cardinium,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Rickettsia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,0,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,NA,Tetraponerasp.,1,1,1,Wolbachia,Kautz13
insecta,Endopterygota,hymenoptera,Formicidae,Tetraponera,sp.,Pseudomyrmecini,Tetraponerasp.,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Trachymesopus(Pachycondyla),darwinii,Ponerini,Trachymesopus(Pachycondyla)darwinii,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Trachymyrmex,jamaicensis,Attini,Trachymyrmexjamaicensis,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Tranopelta,subterranea,Ochetomyrmecini,Tranopeltasubterranea,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Typhlomyrmex,rogenhoferi,Typhlomyrmecini,Typhlomyrmexrogenhoferi,1,0,1,Cardinium,Russell12
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,5,0,1,Wolbachia,Sintupachee06
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,5,0,1,Wolbachia,Sintupachee06
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
insecta,Endopterygota,hymenoptera,Formicidae,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
