Class,Subdivision,Order,Family,Genus,Species,Subpop.,spp,Total,Infected,Pool Size,Bacterium,Paper
arachnida,Acari,astigmata,Acaridae,Rhizoglyphus,robini,NA,Rhizoglyphusrobini,1,0,1,Cardinium,ZchoriFein04
arachnida,Acari,astigmata,Acaridae,Rhizoglyphus,robini,NA,Rhizoglyphusrobini,1,0,1,Wolbachia,ZchoriFein04
arachnida,Acari,astigmata,Acaridae,Tyrophagus,putrescentiae,NA,Tyrophagusputrescentiae,1,0,1,Cardinium,ZchoriFein04
arachnida,Acari,astigmata,Acaridae,Tyrophagus,putrescentiae,NA,Tyrophagusputrescentiae,1,0,1,Wolbachia,ZchoriFein04
arachnida,Acari,astigmata,Unid.,Unid.,sp.,NA,Unid.sp.,1,1,1,Cardinium,Jeong09
arachnida,Acari,astigmata,Unid.,Unid.,sp.,NA,Unid.sp.,1,0,1,Wolbachia,Jeong09
arachnida,Acari,holothyrida,Unid.,Unid.,sp.,NA,Unid.sp.,1,0,1,Rickettsia,Weinert09
arachnida,Acari,ixodida,Argasidae,Argas,dewae,NA,Argasdewae,10,7,1,Rickettsia,Izzard10
arachnida,Acari,ixodida,Argasidae,Argas,persicus,NA,Argaspersicus,29,0,1,Rickettsia,Loftis06
arachnida,Acari,ixodida,Argasidae,Argas,vespertilionis,NA,Argasvespertilionis,5,3,1,Rickettsia,Socolovschi12a
arachnida,Acari,ixodida,Argasidae,Carios,capensis,Calonectris_leucomelas,Carioscapensis,25,0,1,Rickettsia,Kawabata06
arachnida,Acari,ixodida,Argasidae,Carios,capensis,Diomedea_nigripes,Carioscapensis,24,7,1,Rickettsia,Kawabata06
arachnida,Acari,ixodida,Argasidae,Carios,capensis,Pelecanus_occidentalis,Carioscapensis,64,17,1,Rickettsia,Reeves06b
arachnida,Acari,ixodida,Argasidae,Carios,kelleyi,NA,Carioskelleyi,31,28,1,Rickettsia,Loftis05
arachnida,Acari,ixodida,Argasidae,Carios,sawaii,Calonectris_leucomelas,Cariossawaii,9,2,1,Rickettsia,Kawabata06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,183,128,1,Rickettsia,Jiang10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,184,116,1,Rickettsia,Jiang10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,21,9,1,Rickettsia,Kelly05b
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,475,198,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,391,216,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,704,315,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,151,56,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,38,18,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,121,8,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,60,6,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,19,11,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,29,3,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,72,33,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,50,20,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,76,37,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,48,19,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,54,18,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,74,50,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,104,57,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,69,36,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,60,40,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,62,23,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,59,13,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,42,7,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,15,5,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,41,10,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,79,36,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,37,22,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,22,8,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,16,0,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,100,16,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,100,84,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,100,60,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,100,8,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,55,26,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,21,1,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,104,67,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,115,82,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,14,8,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,82,32,1,Rickettsia,Mixson06
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,1590,1076,1,Rickettsia,Smith10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,21,19,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,30,29,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,9,9,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,2,2,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,3,3,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,19,17,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,15,15,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,5,4,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,3,3,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,8,8,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,2,2,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,7,7,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,1,1,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,NA,Amblyommaamericanum,125,119,1,Wolbachia,Zhang11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,42,3,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,35,7,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,74,11,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,2,0,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,32,6,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,19,4,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,71,9,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,1,0,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,5,0,1,Rickettsia,Schulze11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,30,27,1,Rickettsia,Stromdahl08
arachnida,Acari,ixodida,Ixodidae,Amblyomma,americanum,Vegetation,Amblyommaamericanum,33,33,40,Rickettsia,Stromdahl08
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,Cerdocyon_thous,Amblyommaaureolatum,4,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,Cerdocyon_thous,Amblyommaaureolatum,3,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,3,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,4,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,4,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,37,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,2,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,3,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,2,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,28,3,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,5,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,12,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,2,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,19,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,NA,Amblyommaaureolatum,81,1,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,aureolatum,Turdus_leucomelas,Amblyommaaureolatum,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,brasiliense,NA,Amblyommabrasiliense,35,0,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,Capybara,Amblyommacajennense,1,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,Equus_caballus,Amblyommacajennense,15,10,1,Rickettsia,Hun11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,Equus_caballus,Amblyommacajennense,1,1,1,Rickettsia,Hun11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,from_2_agoutis,Amblyommacajennense,5,0,1,Rickettsia,Almeida13
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,from_29_coatis,Amblyommacajennense,33,0,1,Rickettsia,Almeida13
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,horses,Amblyommacajennense,30,11,1,Rickettsia,Bermudez11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,NA,Amblyommacajennense,3,2,1,Cardinium,Martin09
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,NA,Amblyommacajennense,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,NA,Amblyommacajennense,1,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,NA,Amblyommacajennense,15,0,3,Rickettsia,Oliveira02
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,NA,Amblyommacajennense,288,0,1,Rickettsia,Pacheco11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,Tayassu_pecari,Amblyommacajennense,1,0,1,Rickettsia,Parola07
arachnida,Acari,ixodida,Ixodidae,Amblyomma,cajennense,Vegetation,Amblyommacajennense,26,1,3,Rickettsia,Guedes05
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Conopophaga_lineata,Amblyommacalcaratum,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Geothlypis_aequinoctialis,Amblyommacalcaratum,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Pyriglena_leucoptera,Amblyommacalcaratum,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Tachyphonus_coronatus,Amblyommacalcaratum,3,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Tamandua,Amblyommacalcaratum,8,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Tamandua,Amblyommacalcaratum,8,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Thamnophilus_caerulescens,Amblyommacalcaratum,2,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Trichothraupis_melanops,Amblyommacalcaratum,2,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,calcaratum,Xiphocolaptes_albicollis,Amblyommacalcaratum,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,coelebs,2_Tayassu_pecari,Amblyommacoelebs,13,2,1,Rickettsia,Parola07
arachnida,Acari,ixodida,Ixodidae,Amblyomma,compressum,pangolin,Amblyommacompressum,12,6,1,Rickettsia,Mediannikov12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dissimile,NA,Amblyommadissimile,3,2,1,Cardinium,Martin09
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,Capybara,Amblyommadubitatum,3,3,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,Capybara,Amblyommadubitatum,4,3,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,Capybara,Amblyommadubitatum,1,1,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,Capybara,Amblyommadubitatum,9,5,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,NA,Amblyommadubitatum,4,0,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,dubitatum,Vegetation,Amblyommadubitatum,26,0,3,Rickettsia,Guedes05
arachnida,Acari,ixodida,Ixodidae,Amblyomma,fimbriatum,Chlamydosaurus_kingii,Amblyommafimbriatum,2,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,fimbriatum,Dendrelaphis_punctulatus,Amblyommafimbriatum,3,1,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,fimbriatum,Liasis_fuscus,Amblyommafimbriatum,15,8,2,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,fimbriatum,Varanus_panoptes,Amblyommafimbriatum,148,48,1,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,humerale,2_Tortoises,Amblyommahumerale,6,0,1,Rickettsia,Parola07
arachnida,Acari,ixodida,Ixodidae,Amblyomma,incisum,NA,Amblyommaincisum,388,1,1,Rickettsia,Pacheco08
arachnida,Acari,ixodida,Ixodidae,Amblyomma,incisum,NA,Amblyommaincisum,101,3,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,javanense,NA,Amblyommajavanense,54,0,1,Rickettsia,Parola03
arachnida,Acari,ixodida,Ixodidae,Amblyomma,lepidum,NA,Amblyommalepidum,118,12,1,Rickettsia,Mura08
arachnida,Acari,ixodida,Ixodidae,Amblyomma,limbatum,Chlamydosaurus_kingii,Amblyommalimbatum,3,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,limbatum,Dendrelaphis_punctulatus,Amblyommalimbatum,1,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Automolus_leucophthalmus,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Basileuterus_culicivorus,Amblyommalongirostre,2,1,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Chiroxiphia_caudata,Amblyommalongirostre,4,3,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Coendou_prehensilis,Amblyommalongirostre,1,1,2,Rickettsia,Labruna04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Crotophaga_ani,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Cyclarhis_gujanensis,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Dysithamnus_mentalis,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Elaenia_sp.,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Euphonia_violacea,Amblyommalongirostre,1,1,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Geothlypis_aequinoctialis,Amblyommalongirostre,3,3,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Leptopogon_amaurocephalus,Amblyommalongirostre,5,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,NA,Amblyommalongirostre,1,1,1,Rickettsia,Medeiros11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,NA,Amblyommalongirostre,1,0,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Pitangus_sulphuratus,Amblyommalongirostre,1,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Pyriglena_leucoptera,Amblyommalongirostre,1,1,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Saltator_similis,Amblyommalongirostre,2,2,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Sphiggurus_villosus,Amblyommalongirostre,1,0,1,Rickettsia,Spolidorio12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Trichothraupis_melanops,Amblyommalongirostre,2,0,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,longirostre,Turdus_leucomelas,Amblyommalongirostre,8,2,1,Rickettsia,Pacheco12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,2,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,5,2,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,2,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,1,4,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,4,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,4,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,4,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,4,1,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,5,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,1,3,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,2,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,2,2,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,1,8,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,0,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,Homo_sapiens,Amblyommamaculatum,1,1,1,Rickettsia,Jiang12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,3,2,1,Rickettsia,Blair04
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,23,5,1,Rickettsia,Edwards11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,257,49,1,Rickettsia,Ferrari12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,403,75,1,Rickettsia,Ferrari12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,38,4,1,Rickettsia,Ferrari12
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,1,1,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,4,2,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,1,1,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,1,1,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,1,1,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,496,202,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,3,2,1,Rickettsia,Fornadel11
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,27,4,1,Rickettsia,Paddock10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,9,1,1,Rickettsia,Paddock10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,92,25,1,Rickettsia,Paddock10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,8,2,1,Rickettsia,Paddock10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,maculatum,NA,Amblyommamaculatum,62,28,1,Rickettsia,Paddock10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,moreliae,NA,Amblyommamoreliae,11,0,3,Rickettsia,Vilcins09a
arachnida,Acari,ixodida,Ixodidae,Amblyomma,naponense,NA,Amblyommanaponense,2,0,1,Rickettsia,Sabatini10
arachnida,Acari,ixodida,Ixodidae,Amblyomma,neumanni,NA,Amblyommaneumanni,55,15,1,Rickettsia,Labruna07
arachnida,Acari,ixodida,Ixodidae,Amblyomma,nodosum,from_2_anteaters,Amblyommanodosum,13,4,1,Rickettsia,Almeida13
