"","Class","Subdivision","Order","Family","Genus","Species","spp","Subpop.","Total","Infected","Pool.Size","Bacterium","Paper","AT","id","ATcode"
"1","Insecta","","Coleoptera","Hydrophilidae","Berosus","sp.","Berosussp.",NA,21,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Berosussp.210Wiwatanaratanabutr16",1
"2","Insecta","","Coleoptera","Hydrophilidae","Hydrophilus","acuminatus","Hydrophilusacuminatus",NA,54,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Hydrophilusacuminatus540Wiwatanaratanabutr16",1
"3","Insecta","","Diptera","Culicidae","Aedes","albopictus","Aedesalbopictus",NA,508,508,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Aedesalbopictus508508Wiwatanaratanabutr16",1
"4","Insecta","","Diptera","Culicidae","Aedes","niveus","Aedesniveus",NA,56,9,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Aedesniveus569Wiwatanaratanabutr16",1
"5","Insecta","","Diptera","Culicidae","Aedes","perplexus","Aedesperplexus",NA,22,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Aedesperplexus220Wiwatanaratanabutr16",1
"6","Insecta","","Diptera","Culicidae","Aedes","pseudalbopictus","Aedespseudalbopictus",NA,7,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Aedespseudalbopictus70Wiwatanaratanabutr16",1
"7","Insecta","","Diptera","Culicidae","Anopheles","dirus","Anophelesdirus",NA,2,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Anophelesdirus20Wiwatanaratanabutr16",1
"8","Insecta","","Diptera","Culicidae","Anopheles","maculatus","Anophelesmaculatus",NA,15,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Anophelesmaculatus150Wiwatanaratanabutr16",1
"9","Insecta","","Diptera","Culicidae","Anopheles","sinensis","Anophelessinensis",NA,26,12,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Anophelessinensis2612Wiwatanaratanabutr16",1
"10","Insecta","","Diptera","Culicidae","Anopheles","vagus","Anophelesvagus",NA,8,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Anophelesvagus80Wiwatanaratanabutr16",1
"11","Insecta","","Diptera","Culicidae","Culex","bitaeniorhynchus","Culexbitaeniorhynchus",NA,28,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culexbitaeniorhynchus280Wiwatanaratanabutr16",1
"12","Insecta","","Diptera","Culicidae","Culex","fuscocephala","Culexfuscocephala",NA,101,75,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culexfuscocephala10175Wiwatanaratanabutr16",1
"13","Insecta","","Diptera","Culicidae","Culex","gelidus","Culexgelidus",NA,252,220,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culexgelidus252220Wiwatanaratanabutr16",1
"14","Insecta","","Diptera","Culicidae","Culex","quinquefasciatus","Culexquinquefasciatus",NA,9,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culexquinquefasciatus90Wiwatanaratanabutr16",1
"15","Insecta","","Diptera","Culicidae","Culex","tritaeniorhynchus","Culextritaeniorhynchus",NA,10,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culextritaeniorhynchus100Wiwatanaratanabutr16",1
"16","Insecta","","Diptera","Culicidae","Culex","vishnui","Culexvishnui",NA,17,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Culexvishnui170Wiwatanaratanabutr16",1
"17","Insecta","","Diptera","Culicidae","Mimomyia","chamberlaini","Mimomyiachamberlaini",NA,16,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Mimomyiachamberlaini160Wiwatanaratanabutr16",1
"18","Insecta","","Diptera","Culicidae","Mimomyia","hybrida","Mimomyiahybrida",NA,116,77,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Mimomyiahybrida11677Wiwatanaratanabutr16",1
"19","Insecta","","Diptera","Culicidae","Mimomyia","luzonensis","Mimomyialuzonensis",NA,31,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Mimomyialuzonensis310Wiwatanaratanabutr16",1
"20","Insecta","","Diptera","Culicidae","Tripteroides","aranoides","Tripteroidesaranoides",NA,21,19,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Tripteroidesaranoides2119Wiwatanaratanabutr16",1
"21","Insecta","","Diptera","Culicidae","Uranotaenia","lateralis","Uranotaenialateralis",NA,29,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Uranotaenialateralis290Wiwatanaratanabutr16",1
"22","Insecta","","Diptera","Culicidae","Uranotaenia","patriciae","Uranotaeniapatriciae",NA,11,5,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Uranotaeniapatriciae115Wiwatanaratanabutr16",1
"23","Insecta","","Hemiptera","Corixidae","Micronecta","quadristrigata","Micronectaquadristrigata",NA,174,69,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Micronectaquadristrigata17469Wiwatanaratanabutr16",1
"24","Insecta","","Hemiptera","Gerridae","Limnogonus","fossarum","Limnogonusfossarum",NA,125,101,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Limnogonusfossarum125101Wiwatanaratanabutr16",1
"25","Insecta","","Hemiptera","Gerridae","Limnogonus","nitidus","Limnogonusnitidus",NA,19,15,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Limnogonusnitidus1915Wiwatanaratanabutr16",1
"26","Insecta","","Hemiptera","Hydrometridae","Hydrometra","vittata","Hydrometravittata",NA,0,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Hydrometravittata00Wiwatanaratanabutr16",1
"27","Insecta","","Hemiptera","Mesoveliidae","Mesovelia","sp.","Mesoveliasp.",NA,5,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Mesoveliasp.50Wiwatanaratanabutr16",1
"28","Insecta","","Hemiptera","Notonectidae","Anisops","sardea","Anisopssardea",NA,22,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Anisopssardea220Wiwatanaratanabutr16",1
"29","Insecta","","Odonata","Coenagrionidae","Agriocnemis","femina","Agriocnemisfemina",NA,2,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Agriocnemisfemina20Wiwatanaratanabutr16",1
"30","Insecta","","Odonata","Coenagrionidae","Ischnura","aurora","Ischnuraaurora",NA,36,28,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Ischnuraaurora3628Wiwatanaratanabutr16",1
"31","Insecta","","Odonata","Coenagrionidae","Ischnura","senegalensis","Ischnurasenegalensis",NA,16,4,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Ischnurasenegalensis164Wiwatanaratanabutr16",1
"32","Insecta","","Odonata","Coenagrionidae","Pseudoagrion","microcephalum","Pseudoagrionmicrocephalum",NA,74,56,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Pseudoagrionmicrocephalum7456Wiwatanaratanabutr16",1
"33","Insecta","","Odonata","Coenagrionidae","Pseudoagrion","pruinosum","Pseudoagrionpruinosum",NA,6,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Pseudoagrionpruinosum60Wiwatanaratanabutr16",1
"34","Insecta","","Odonata","Libellulidae","Actsoma","panorpoides","Actsomapanorpoides",NA,12,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Actsomapanorpoides120Wiwatanaratanabutr16",1
"35","Insecta","","Odonata","Libellulidae","Brachythemis","contaminata","Brachythemiscontaminata",NA,1,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Brachythemiscontaminata10Wiwatanaratanabutr16",1
"36","Insecta","","Odonata","Libellulidae","Bradinopyga","geminata","Bradinopygageminata",NA,156,133,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Bradinopygageminata156133Wiwatanaratanabutr16",1
"37","Insecta","","Odonata","Libellulidae","Crocothemis","servilia","Crocothemisservilia",NA,11,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Crocothemisservilia110Wiwatanaratanabutr16",1
"38","Insecta","","Odonata","Libellulidae","Diplacodes","nebulosa","Diplacodesnebulosa",NA,12,7,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Diplacodesnebulosa127Wiwatanaratanabutr16",1
"39","Insecta","","Odonata","Libellulidae","Diplacodes","trivialis","Diplacodestrivialis",NA,28,7,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Diplacodestrivialis287Wiwatanaratanabutr16",1
"40","Insecta","","Odonata","Libellulidae","Neurothemis","tullia","Neurothemistullia",NA,12,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Neurothemistullia120Wiwatanaratanabutr16",1
"41","Insecta","","Odonata","Libellulidae","Orthetrum","sabina","Orthetrumsabina",NA,2,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Orthetrumsabina20Wiwatanaratanabutr16",1
"42","Insecta","","Odonata","Libellulidae","Tholymis","tillarga","Tholymistillarga",NA,12,0,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Tholymistillarga120Wiwatanaratanabutr16",1
"43","Insecta","","Odonata","Libellulidae","Trithemis","aurora","Trithemisaurora",NA,16,11,1,"Wolbachia","Wiwatanaratanabutr16","aquatic","Trithemisaurora1611Wiwatanaratanabutr16",1
"44","Insecta","Endopterygota","Coleoptera","Chrysomelidae","Acanthoscelides","obtectus","Acanthoscelidesobtectus",NA,1,0,1,"Wolbachia","Kageyama10","terrestrial","Acanthoscelidesobtectus10Kageyama10",0
"45","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,1,1,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis11Plichart05",1
"46","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,1,1,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis11Plichart05",1
"47","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,1,1,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis11Plichart05",1
"48","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeodera","degener","Acmaeoderadegener",NA,2,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderadegener20Sontowski2015",0
"49","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeodera","flavolineata","Acmaeoderaflavolineata",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderaflavolineata10Sontowski2015",0
"50","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeodera","planidorsis","Acmaeoderaplanidorsis",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderaplanidorsis10Sontowski2015",0
"51","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeodera","politica","Acmaeoderapolitica",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderapolitica10Sontowski2015",0
"52","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeoderella","flavofasciata","Acmaeoderellaflavofasciata",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderellaflavofasciata10Sontowski2015",0
"53","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeoderella","mimonti","Acmaeoderellamimonti",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderellamimonti10Sontowski2015",0
"54","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeoderella","plavilscikovi","Acmaeoderellaplavilscikovi",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderellaplavilscikovi10Sontowski2015",0
"55","Insecta","Paleoptera","Coleoptera","Buprestidae","Acmaeoderella","vetusta","Acmaeoderellavetusta",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Acmaeoderellavetusta10Sontowski2015",0
"56","Insecta","Endopterygota","Coleoptera","Scarabaeidae","Acoma","glabrata","Acomaglabrata",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Acomaglabrata10Weeks03",0
"57","Insecta","Endopterygota","Coleoptera","Chrysomelidae","Acromis","sparsa","Acromissparsa",NA,1,1,1,"Wolbachia","Werren95","terrestrial","Acromissparsa11Werren95",0
"58","Insecta","Endopterygota","Coleoptera","Coccinellidae","Adalia","bipunctata","Adaliabipunctata",NA,70,0,1,"Wolbachia","Weinert07","terrestrial","Adaliabipunctata700Weinert07",0
"59","Insecta","Endopterygota","Coleoptera","Coccinellidae","Adalia","bipunctata","Adaliabipunctata",NA,84,0,1,"Wolbachia","Weinert07","terrestrial","Adaliabipunctata840Weinert07",0
"60","Insecta","Endopterygota","Coleoptera","Coccinellidae","Adalia","decempunctata","Adaliadecempunctata",NA,112,0,1,"Wolbachia","Weinert07","terrestrial","Adaliadecempunctata1120Weinert07",0
"61","Insecta","Endopterygota","Coleoptera","Coccinellidae","Adalia","decempunctata","Adaliadecempunctata",NA,46,0,1,"Wolbachia","Weinert07","terrestrial","Adaliadecempunctata460Weinert07",0
"62","Insecta","Endopterygota","Coleoptera","Scarabaeidae","Adoretus","sp.","Adoretussp.",NA,4,0,1,"Wolbachia","Kittayapong03","terrestrial","Adoretussp.40Kittayapong03",0
"63","Insecta","Endopterygota","Coleoptera","Cerambycidae","Aeolesthes","holocericea","Aeolesthesholocericea",NA,1,0,1,"Wolbachia","Prakash06","terrestrial","Aeolesthesholocericea10Prakash06",0
"64","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,2,2,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis22Plichart05",1
"65","Insecta","Endopterygota","Coleoptera","Elateridae","Aeoloderma","brachmana","Aeolodermabrachmana",NA,2,0,1,"Wolbachia","Kittayapong03","terrestrial","Aeolodermabrachmana20Kittayapong03",0
"66","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,2,2,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis22Plichart05",1
"67","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,2,2,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis22Plichart05",1
"68","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,2,2,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis22Plichart05",1
"69","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,2,2,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis22Plichart05",1
"70","Insecta","Endopterygota","Lepidoptera","Saturniidae","Adeloneivaia","sp.","Adeloneivaiasp.",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Adeloneivaiasp.10Werren95",0
"71","Insecta","Endopterygota","Coleoptera","Carabidae","Agra","sp.","Agrasp.",NA,1,0,1,"Wolbachia","Werren00","terrestrial","Agrasp.10Werren00",0
"72","Insecta","Endopterygota","Coleoptera","Carabidae","Agra","sp.","Agrasp.",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Agrasp.10Werren95",0
"73","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","angustulus","Agrilusangustulus",NA,2,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusangustulus20Sontowski2015",0
"74","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","araxenus","Agrilusaraxenus",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusaraxenus11Sontowski2015",0
"75","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","ater","Agrilusater",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusater11Sontowski2015",0
"76","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","biguttatus","Agrilusbiguttatus",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusbiguttatus10Sontowski2015",0
"77","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","curprescens","Agriluscurprescens",NA,2,1,1,"Wolbachia","Sontowski2015","terrestrial","Agriluscurprescens21Sontowski2015",0
"78","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","derasofasciatus","Agrilusderasofasciatus",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusderasofasciatus11Sontowski2015",0
"79","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","graminis","Agrilusgraminis",NA,2,1,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusgraminis21Sontowski2015",0
"80","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","hyperici","Agrilushyperici",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilushyperici10Sontowski2015",0
"81","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","populeneus","Agriluspopuleneus",NA,3,0,1,"Wolbachia","Sontowski2015","terrestrial","Agriluspopuleneus30Sontowski2015",0
"82","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","pratensis","Agriluspratensis",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Agriluspratensis10Sontowski2015",0
"83","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","ribesi","Agrilusribesi",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusribesi11Sontowski2015",0
"84","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","sinuatus","Agrilussinuatus",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilussinuatus10Sontowski2015",0
"85","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,3,3,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis33Plichart05",1
"86","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,3,3,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis33Plichart05",1
"87","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,3,3,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis33Plichart05",1
"88","Insecta","Endopterygota","Diptera","Culicidae","Aedes","polynesiensis","Aedespolynesiensis",NA,3,3,1,"Wolbachia","Plichart05","aquatic","Aedespolynesiensis33Plichart05",1
"89","Insecta","Endopterygota","Diptera","Culicidae","Culex","pipiens","Culexpipiens",NA,20,20,1,"Wolbachia","Duron11","aquatic","Culexpipiens2020Duron11",1
"90","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","sulcicollis","Agrilussulcicollis",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilussulcicollis10Sontowski2015",0
"91","Insecta","Paleoptera","Coleoptera","Buprestidae","Agrilus","viridis","Agrilusviridis",NA,9,0,1,"Wolbachia","Sontowski2015","terrestrial","Agrilusviridis90Sontowski2015",0
"92","Insecta","Endopterygota","Coleoptera","Melyridae","Allonyx","sp.","Allonyxsp.",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Allonyxsp.10Weeks03",0
"93","Insecta","Endopterygota","Coleoptera","Tenebrionidae","Alphitobius","diaperinus","Alphitobiusdiaperinus",NA,1,0,1,"Wolbachia","Kageyama10","terrestrial","Alphitobiusdiaperinus10Kageyama10",0
"94","Insecta","Endopterygota","Coleoptera","Tenebrionidae","Alphitobius","laevigatus","Alphitobiuslaevigatus",NA,1,0,1,"Wolbachia","Kageyama10","terrestrial","Alphitobiuslaevigatus10Kageyama10",0
"95","Insecta","Endopterygota","Coleoptera","Scraptiidae","Anaspis","frontalis","Anaspisfrontalis",NA,12,0,1,"Wolbachia","Duron08","terrestrial","Anaspisfrontalis120Duron08",0
"96","Insecta","Endopterygota","Coleoptera","Coccinellidae","Anatis","ocellata","Anatisocellata",NA,13,0,1,"Wolbachia","Weinert07","terrestrial","Anatisocellata130Weinert07",0
"97","Insecta","Endopterygota","Coleoptera","Coccinellidae","Anatis","ocellata","Anatisocellata",NA,163,0,1,"Wolbachia","Weinert07","terrestrial","Anatisocellata1630Weinert07",0
"98","Insecta","Endopterygota","Coleoptera","Coccinellidae","Anisosticta","novemdecimpunctata","Anisostictanovemdecimpunctata",NA,123,0,1,"Wolbachia","Weinert07","terrestrial","Anisostictanovemdecimpunctata1230Weinert07",0
"99","Insecta","Endopterygota","Coleoptera","Coccinellidae","Anisosticta","novemdecimpunctata","Anisostictanovemdecimpunctata",NA,46,0,1,"Wolbachia","Weinert07","terrestrial","Anisostictanovemdecimpunctata460Weinert07",0
"100","Insecta","Endopterygota","Coleoptera","Scarabaeidae","Anomala","humeralis","Anomalahumeralis",NA,3,0,1,"Wolbachia","Kittayapong03","terrestrial","Anomalahumeralis30Kittayapong03",0
"101","Insecta","Endopterygota","Coleoptera","Scarabaeidae","Anomala","marginata","Anomalamarginata",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Anomalamarginata10Weeks03",0
"102","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","amasina","Anthaxiaamasina",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxiaamasina11Sontowski2015",0
"103","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","anatolica","Anthaxiaanatolica",NA,1,1,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxiaanatolica11Sontowski2015",0
"104","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","hungarica","Anthaxiahungarica",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxiahungarica10Sontowski2015",0
"105","Insecta","Endopterygota","Lepidoptera","Nymphalidae","Agraulis","sp.","Agraulissp.",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Agraulissp.10Werren95",0
"106","Insecta","Endopterygota","Lepidoptera","Nymphalidae","Agraulis","vanillae","Agraulisvanillae",NA,2,0,1,"Wolbachia","Werren95","terrestrial","Agraulisvanillae20Werren95",0
"107","Insecta","Polyneoptera","Orthoptera","Tettigoniidae","Amblycorprypha","sp.","Amblycorpryphasp.",NA,1,0,1,"Wolbachia","Werren00","terrestrial","Amblycorpryphasp.10Werren00",0
"108","Insecta","Endopterygota","Hymenoptera","Chalcididae","Acanthochalcis","nigricans","Acanthochalcisnigricans",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Acanthochalcisnigricans10Weeks03",0
"109","Insecta","Endopterygota","Lepidoptera","Geometridae","Anacamptoides","sp.","Anacamptoidessp.",NA,1,1,1,"Wolbachia","Werren00","terrestrial","Anacamptoidessp.11Werren00",0
"110","Insecta","Endopterygota","Lepidoptera","Nymphalidae","Anartia","fatima","Anartiafatima",NA,8,0,1,"Wolbachia","Werren95","terrestrial","Anartiafatima80Werren95",0
"111","Insecta","Endopterygota","Lepidoptera","Nymphalidae","Anartia","jatrophe","Anartiajatrophe",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Anartiajatrophe10Werren95",0
"112","Insecta","Endopterygota","Lepidoptera","Nymphalidae","Anthanassa","sp.","Anthanassasp.",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Anthanassasp.10Werren95",0
"113","Insecta","Endopterygota","Lepidoptera","Erebidae","Apantesis","virgo","Apantesisvirgo",NA,1,0,1,"Wolbachia","Werren00","terrestrial","Apantesisvirgo10Werren00",0
"114","Insecta","Endopterygota","Hymenoptera","Eulophidae","Achrysocharoides","acerianus","Achrysocharoidesacerianus",NA,1,0,1,"Wolbachia","West98","terrestrial","Achrysocharoidesacerianus10West98",0
"115","Insecta","Paraneoptera","Hemiptera","Coreidae","Acanthocoris","sordidus","Acanthocorissordidus",NA,1,1,1,"Wolbachia","Kikuchi03","terrestrial","Acanthocorissordidus11Kikuchi03",0
"116","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","mirabilis","Anthaxiamirabilis",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxiamirabilis10Sontowski2015",0
"117","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","nitidula","Anthaxianitidula",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxianitidula10Sontowski2015",0
"118","Insecta","Endopterygota","Coleoptera","Buprestidae","Anthaxia","nitidula","Anthaxianitidula",NA,19,0,1,"Wolbachia","Duron08","terrestrial","Anthaxianitidula190Duron08",0
"119","Insecta","Paleoptera","Coleoptera","Buprestidae","Anthaxia","sp.","Anthaxiasp.",NA,1,0,1,"Wolbachia","Sontowski2015","terrestrial","Anthaxiasp.10Sontowski2015",0
"120","Insecta","Endopterygota","Coleoptera","Buprestidae","Anthaxia","sp.","Anthaxiasp.",NA,16,0,1,"Wolbachia","Duron08","terrestrial","Anthaxiasp.160Duron08",0
"121","Insecta","Endopterygota","Coleoptera","Curculionidae","Anthonomous","grandis","Anthonomousgrandis",NA,1,0,1,"Wolbachia","Nirgianaki03","terrestrial","Anthonomousgrandis10Nirgianaki03",0
"122","Insecta","Endopterygota","Coleoptera","Dermestidae","Anthrenus","sp.","Anthrenussp.",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Anthrenussp.10Weeks03",0
"123","Insecta","Endopterygota","Coleoptera","Dermestidae","Anthrenus","sp.","Anthrenussp.",NA,1,1,1,"Wolbachia","Weeks03","terrestrial","Anthrenussp.11Weeks03",0
"124","Insecta","Endopterygota","Coleoptera","Dermestidae","Anthrenus","verbasci","Anthrenusverbasci",NA,1,1,1,"Wolbachia","Kageyama10","terrestrial","Anthrenusverbasci11Kageyama10",0
"125","Insecta","Endopterygota","Coleoptera","Dermestidae","Anthrenus","verbasci","Anthrenusverbasci",NA,1,1,1,"Wolbachia","Kageyama10","terrestrial","Anthrenusverbasci11Kageyama10",0
"126","Insecta","Endopterygota","Coleoptera","Melyridae","Apalochrus","rufofasciatus","Apalochrusrufofasciatus",NA,2,0,1,"Wolbachia","Kittayapong03","terrestrial","Apalochrusrufofasciatus20Kittayapong03",0
"127","Insecta","Endopterygota","Coleoptera","Coccinellidae","Aphidecta","obliterata","Aphidectaobliterata",NA,44,0,1,"Wolbachia","Weinert07","terrestrial","Aphidectaobliterata440Weinert07",0
"128","Insecta","Endopterygota","Coleoptera","Curculionidae","Aramigus","conirostris","Aramigusconirostris",NA,1,1,1,"Wolbachia","Rodriguero10","terrestrial","Aramigusconirostris11Rodriguero10",0
"129","Insecta","Endopterygota","Coleoptera","Curculionidae","Aramigus","tessellatus","Aramigustessellatus",NA,2,2,1,"Wolbachia","Rodriguero10","terrestrial","Aramigustessellatus22Rodriguero10",0
"130","Insecta","Endopterygota","Coleoptera","Curculionidae","Aramigus","tessellatus","Aramigustessellatus",NA,2,2,1,"Wolbachia","Rodriguero10","terrestrial","Aramigustessellatus22Rodriguero10",0
"131","Insecta","Endopterygota","Coleoptera","Chrysomelidae","Aslamidium","impurum","Aslamidiumimpurum",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Aslamidiumimpurum10Werren95",0
"132","Insecta","Endopterygota","Coleoptera","Chrysomelidae","Asphaera","reichei","Asphaerareichei",NA,1,0,1,"Wolbachia","Werren95","terrestrial","Asphaerareichei10Werren95",0
"133","Insecta","Endopterygota","Diptera","Culicidae","Culex","pipiens","Culexpipiens",NA,20,20,1,"Wolbachia","Duron11","aquatic","Culexpipiens2020Duron11",1
"134","Insecta","Endopterygota","Hymenoptera","Eulophidae","Achrysocharoides","atys","Achrysocharoidesatys",NA,5,0,1,"Wolbachia","West98","terrestrial","Achrysocharoidesatys50West98",0
"135","Insecta","Endopterygota","Hymenoptera","Eulophidae","Achrysocharoides","latereilli","Achrysocharoideslatereilli",NA,3,1,1,"Wolbachia","West98","terrestrial","Achrysocharoideslatereilli31West98",0
"136","Insecta","Endopterygota","Coleoptera","Curculionidae","Astycus","sp.","Astycussp.",NA,1,0,1,"Wolbachia","Sintupachee06","terrestrial","Astycussp.10Sintupachee06",0
