"","Class","Subdivision","Order","Family","Genus","Species","spp","Subpop.","Total","Infected","Pool.Size","Bacterium","Paper","AT","id","ATcode"
"1324","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","pilifer","Hercostomuspilifer",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomuspilifer10Martin13",0
"1325","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","plagiatus","Hercostomusplagiatus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomusplagiatus10Martin13",0
"1326","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","praeceps","Hercostomuspraeceps",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Hercostomuspraeceps11Martin13",0
"1327","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","rusticus","Hercostomusrusticus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomusrusticus10Martin13",0
"1328","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","sp.","Hercostomussp.",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomussp.10Martin13",0
"1329","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","verbekei","Hercostomusverbekei",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomusverbekei10Martin13",0
"1330","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","vivax","Hercostomusvivax",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomusvivax10Martin13",0
"1331","Insecta","Endopterygota","Diptera","Dolichopodidae","Hercostomus","vockerothi","Hercostomusvockerothi",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hercostomusvockerothi10Martin13",0
"1332","Insecta","Endopterygota","Diptera","Empididae","Hilara","interstincta","Hilarainterstincta",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hilarainterstincta10Martin13",0
"1333","Insecta","Endopterygota","Diptera","Hippoboscidae","Hippobosca","equina","Hippoboscaequina",NA,15,0,1,"Wolbachia","Duron08","terrestrial","Hippoboscaequina150Duron08",0
"1334","Insecta","Endopterygota","Diptera","Drosophilidae","Hirtodrosophila","sp.","Hirtodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Hirtodrosophilasp.10Bennett12",0
"1335","Insecta","Endopterygota","Diptera","Drosophilidae","Hirtodrosophila","sp.","Hirtodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Hirtodrosophilasp.10Bennett12",0
"1336","Insecta","Endopterygota","Diptera","Drosophilidae","Hirtodrosophila","sp.","Hirtodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Hirtodrosophilasp.10Bennett12",0
"1337","Insecta","Endopterygota","Diptera","Drosophilidae","Hirtodrosophila","sp.","Hirtodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Hirtodrosophilasp.10Bennett12",0
"1338","Insecta","Endopterygota","Diptera","Empididae","Hybos","femoratus","Hybosfemoratus",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Hybosfemoratus11Martin13",0
"1339","Insecta","Endopterygota","Diptera","Ephydridae","Hydrellia","sp.","Hydrelliasp.",NA,12,0,1,"Wolbachia","Kittayapong03","terrestrial","Hydrelliasp.120Kittayapong03",0
"1340","Insecta","Endopterygota","Diptera","Ephydridae","Hydrellia","sp.","Hydrelliasp.",NA,3,0,1,"Wolbachia","Kittayapong03","terrestrial","Hydrelliasp.30Kittayapong03",0
"1341","Insecta","Endopterygota","Diptera","Ephydridae","Hydrellia","sp.","Hydrelliasp.",NA,7,2,1,"Wolbachia","Kittayapong03","terrestrial","Hydrelliasp.72Kittayapong03",0
"1342","Insecta","Endopterygota","Diptera","Ephydridae","Hydrellia","sp.","Hydrelliasp.",NA,9,0,1,"Wolbachia","Kittayapong03","terrestrial","Hydrelliasp.90Kittayapong03",0
"1343","Insecta","Endopterygota","Diptera","Scathophagidae","Hydromyza","confluens","Hydromyzaconfluens",NA,1,0,1,"Wolbachia","Martin12","terrestrial","Hydromyzaconfluens10Martin12",0
"1344","Insecta","Endopterygota","Diptera","Scathophagidae","Hydromyza","livens","Hydromyzalivens",NA,1,1,1,"Wolbachia","Martin12","terrestrial","Hydromyzalivens11Martin12",0
"1345","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorinae","sp.","Hydrophorinaesp.",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorinaesp.10Martin13",0
"1346","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorinae","sp.","Hydrophorinaesp.",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorinaesp.10Martin13",0
"1347","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorus","borealis","Hydrophorusborealis",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorusborealis10Martin13",0
"1348","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorus","oceanus","Hydrophorusoceanus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorusoceanus10Martin13",0
"1349","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorus","oceanus","Hydrophorusoceanus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorusoceanus10Martin13",0
"1350","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorus","praecox","Hydrophoruspraecox",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Hydrophoruspraecox11Martin13",0
"1351","Insecta","Endopterygota","Diptera","Dolichopodidae","Hydrophorus","rogenhoferi","Hydrophorusrogenhoferi",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Hydrophorusrogenhoferi10Martin13",0
"1352","Insecta","Endopterygota","Diptera","Dolichopodidae","Lamprochromus","bifasciatus","Lamprochromusbifasciatus",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Lamprochromusbifasciatus11Martin13",0
"1353","Insecta","Endopterygota","Diptera","Dolichopodidae","Lamprochromus","strobli","Lamprochromusstrobli",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Lamprochromusstrobli10Martin13",0
"1354","Insecta","Endopterygota","Diptera","Anthomyiidae","Lasiomma","seminitidum","Lasiommaseminitidum",NA,1,0,1,"Wolbachia","Martin12","terrestrial","Lasiommaseminitidum10Martin12",0
"1355","Insecta","Endopterygota","Diptera","Empididae","Leptopeza","flavipes","Leptopezaflavipes",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Leptopezaflavipes10Martin13",0
"1356","Insecta","Endopterygota","Diptera","Drosophilidae","Leucophenga","scutellata","Leucophengascutellata",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Leucophengascutellata10Bennett12",0
"1357","Insecta","Endopterygota","Diptera","Dolichopodidae","Liancalus","virens","Liancalusvirens",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Liancalusvirens10Martin13",0
"1358","Insecta","Endopterygota","Diptera","Lonchopteridae","Lonchoptera","lutea","Lonchopteralutea",NA,10,0,1,"Wolbachia","Duron08","terrestrial","Lonchopteralutea100Duron08",0
"1359","Insecta","Endopterygota","Diptera","Calliphoridae","Lucilia","ciricata","Luciliaciricata",NA,1,0,1,"Wolbachia","ZchoriFein04","terrestrial","Luciliaciricata10ZchoriFein04",0
"1360","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","abonnenci","Lutzomyiaabonnenci",NA,1,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiaabonnenci10Azpurua10",0
"1361","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","aclydifera","Lutzomyiaaclydifera",NA,20,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiaaclydifera200Azpurua10",0
"1362","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","camposi","Lutzomyiacamposi",NA,18,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiacamposi180Azpurua10",0
"1363","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","carpenteri","Lutzomyiacarpenteri",NA,20,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiacarpenteri200Azpurua10",0
"1364","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","carrerai","Lutzomyiacarrerai","thula",16,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiacarrerai160Azpurua10",0
"1365","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","dysponeta","Lutzomyiadysponeta",NA,19,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiadysponeta190Azpurua10",0
"1366","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","gomezi","Lutzomyiagomezi",NA,20,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiagomezi200Azpurua10",0
"1367","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","guyanensis(geniculata)","Lutzomyiaguyanensis(geniculata)",NA,5,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiaguyanensis(geniculata)50Azpurua10",0
"1368","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","olmeca","Lutzomyiaolmeca",NA,15,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiaolmeca150Azpurua10",0
"1369","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","ovallesi","Lutzomyiaovallesi",NA,13,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiaovallesi130Azpurua10",0
"1370","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","panamensis","Lutzomyiapanamensis",NA,29,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiapanamensis290Azpurua10",0
"1371","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","runoides","Lutzomyiarunoides",NA,1,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiarunoides10Azpurua10",0
"1372","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","sanguinaria","Lutzomyiasanguinaria",NA,3,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiasanguinaria30Azpurua10",0
"1373","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","sp._nr_vespertilionis","Lutzomyiasp._nr_vespertilionis",NA,1,1,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiasp._nr_vespertilionis11Azpurua10",0
"1374","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","trapidoi","Lutzomyiatrapidoi",NA,30,16,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiatrapidoi3016Azpurua10",0
"1375","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","trinidadensis","Lutzomyiatrinidadensis",NA,4,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiatrinidadensis40Azpurua10",0
"1376","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","triramula","Lutzomyiatriramula",NA,20,0,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiatriramula200Azpurua10",0
"1377","Insecta","Endopterygota","Diptera","Psychodidae","Lutzomyia","vespertilionis","Lutzomyiavespertilionis",NA,15,11,1,"Wolbachia","Azpurua10","terrestrial","Lutzomyiavespertilionis1511Azpurua10",0
"1378","Insecta","Endopterygota","Diptera","Tachinidae","Lydella","grisescens","Lydellagrisescens",NA,4,4,1,"Wolbachia","Li13","terrestrial","Lydellagrisescens44Li13",0
"1379","Insecta","Endopterygota","Diptera","Tachinidae","Lydella","grisescens","Lydellagrisescens",NA,5,5,1,"Wolbachia","Li13","terrestrial","Lydellagrisescens55Li13",0
"1380","Insecta","Endopterygota","Diptera","Tachinidae","Lydella","grisescens","Lydellagrisescens",NA,5,5,1,"Wolbachia","Li13","terrestrial","Lydellagrisescens55Li13",0
"1381","Insecta","Endopterygota","Diptera","Tachinidae","Lydella","grisescens","Lydellagrisescens",NA,9,8,1,"Wolbachia","Li13","terrestrial","Lydellagrisescens98Li13",0
"1382","Insecta","Endopterygota","Diptera","Dolichopodidae","Machaerium","maritimae","Machaeriummaritimae",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Machaeriummaritimae10Martin13",0
"1383","Insecta","Endopterygota","Diptera","Ceratopogonidae","Culicoides","humeralis","Culicoideshumeralis",NA,3,0,1,"Wolbachia","Nakamura09","aquatic","Culicoideshumeralis30Nakamura09",1
"1384","Insecta","Endopterygota","Diptera","Ceratopogonidae","Culicoides","imicola","Culicoidesimicola",NA,1,0,1,"Wolbachia","ZchoriFein04","aquatic","Culicoidesimicola10ZchoriFein04",1
"1385","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","abstrusa","Medeteraabstrusa",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteraabstrusa10Martin13",0
"1386","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","ambigua","Medeteraambigua",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteraambigua10Martin13",0
"1387","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","belgica","Medeterabelgica",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterabelgica10Martin13",0
"1388","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","dendrobaena","Medeteradendrobaena",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteradendrobaena10Martin13",0
"1389","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","dendrobaena","Medeteradendrobaena",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Medeteradendrobaena11Martin13",0
"1390","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","diadema","Medeteradiadema",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteradiadema10Martin13",0
"1391","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","feminina","Medeterafeminina",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterafeminina10Martin13",0
"1392","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","impigra","Medeteraimpigra",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteraimpigra10Martin13",0
"1393","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","infumata","Medeterainfumata",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterainfumata10Martin13",0
"1394","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","jacula","Medeterajacula",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterajacula10Martin13",0
"1395","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","jacula","Medeterajacula",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterajacula10Martin13",0
"1396","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","jugalis","Medeterajugalis",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterajugalis10Martin13",0
"1397","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","lorea","Medeteralorea",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteralorea10Martin13",0
"1398","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","micacea","Medeteramicacea",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteramicacea10Martin13",0
"1399","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","muralis","Medeteramuralis",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Medeteramuralis11Martin13",0
"1400","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","pallipes","Medeterapallipes",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterapallipes10Martin13",0
"1401","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","pallipes","Medeterapallipes",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterapallipes10Martin13",0
"1402","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","parenti","Medeteraparenti",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteraparenti10Martin13",0
"1403","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","petrophila","Medeterapetrophila",NA,12,0,1,"Wolbachia","Duron08","terrestrial","Medeterapetrophila120Duron08",0
"1404","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","petrophiloides","Medeterapetrophiloides",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterapetrophiloides10Martin13",0
"1405","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","plumbella","Medeteraplumbella",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteraplumbella10Martin13",0
"1406","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","saxatilis","Medeterasaxatilis",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Medeterasaxatilis11Martin13",0
"1407","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","saxatilis","Medeterasaxatilis",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Medeterasaxatilis11Martin13",0
"1408","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","saxatilis","Medeterasaxatilis",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Medeterasaxatilis11Martin13",0
"1409","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","signaticornis","Medeterasignaticornis",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterasignaticornis10Martin13",0
"1410","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","sp.","Medeterasp.",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterasp.10Martin13",0
"1411","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","sp.","Medeterasp.",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeterasp.10Martin13",0
"1412","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","truncorum","Medeteratruncorum",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteratruncorum10Martin13",0
"1413","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","truncorum","Medeteratruncorum",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteratruncorum10Martin13",0
"1414","Insecta","Endopterygota","Diptera","Dolichopodidae","Medetera","truncorum","Medeteratruncorum",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Medeteratruncorum10Martin13",0
"1415","Insecta","Endopterygota","Diptera","Agromyzidae","Melanagromyza","sp.","Melanagromyzasp.",NA,2,2,1,"Wolbachia","Sintupachee06","terrestrial","Melanagromyzasp.22Sintupachee06",0
"1416","Insecta","Endopterygota","Diptera","Dolichopodidae","Micromorphus","albipes","Micromorphusalbipes",NA,1,1,1,"Wolbachia","Martin13","terrestrial","Micromorphusalbipes11Martin13",0
"1417","Insecta","Endopterygota","Diptera","Dolichopodidae","Microphor","holosericeus","Microphorholosericeus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Microphorholosericeus10Martin13",0
"1418","Insecta","Endopterygota","Diptera","Dolichopodidae","Microphor","holosericeus","Microphorholosericeus",NA,1,0,1,"Wolbachia","Martin13","terrestrial","Microphorholosericeus10Martin13",0
"1419","Insecta","Endopterygota","Diptera","Scathophagidae","Microprosopa","pallicauda","Microprosopapallicauda",NA,1,0,1,"Wolbachia","Martin12","terrestrial","Microprosopapallicauda10Martin12",0
"1420","Insecta","Endopterygota","Lepidoptera","Geometridae","Eubaphe","mendica","Eubaphemendica",NA,2,0,1,"Wolbachia","Werren00","terrestrial","Eubaphemendica20Werren00",0
"1421","Insecta","Endopterygota","Diptera","Scathophagidae","Micropselapha","filiformis","Micropselaphafiliformis",NA,1,1,1,"Wolbachia","Martin12","terrestrial","Micropselaphafiliformis11Martin12",0
"1422","Insecta","Endopterygota","Diptera","Syrphidae","Milesia","virginiensis","Milesiavirginiensis",NA,1,0,1,"Wolbachia","Werren00","terrestrial","Milesiavirginiensis10Werren00",0
"1423","Insecta","Endopterygota","Diptera","Muscidae","Musca","domestica","Muscadomestica",NA,1,0,1,"Wolbachia","Weeks03","terrestrial","Muscadomestica10Weeks03",0
"1424","Insecta","Endopterygota","Diptera","Muscidae","Musca","domestica","Muscadomestica",NA,1,0,1,"Wolbachia","ZchoriFein04","terrestrial","Muscadomestica10ZchoriFein04",0
"1425","Insecta","Endopterygota","Diptera","Muscidae","Musca","domestica","Muscadomestica",NA,1,1,1,"Wolbachia","Martin12","terrestrial","Muscadomestica11Martin12",0
"1426","Insecta","Endopterygota","Diptera","Muscidae","Musca","domestica","Muscadomestica",NA,20,0,1,"Wolbachia","Duron08","terrestrial","Muscadomestica200Duron08",0
"1427","Insecta","Endopterygota","Diptera","Muscidae","Musca","domestica","Muscadomestica",NA,25,2,1,"Wolbachia","Pourali09","terrestrial","Muscadomestica252Pourali09",0
"1428","Insecta","Endopterygota","Diptera","Muscidae","Musca","vitripennis","Muscavitripennis",NA,8,0,1,"Wolbachia","Duron08","terrestrial","Muscavitripennis80Duron08",0
"1429","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1430","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1431","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1432","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1433","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1434","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1435","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1436","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1437","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1438","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1439","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1440","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1441","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1442","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1443","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1444","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1445","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1446","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1447","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1448","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1449","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1450","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1451","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1452","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1453","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1454","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1455","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1456","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1457","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1458","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1459","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1460","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1461","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
"1462","Insecta","Endopterygota","Diptera","Drosophilidae","Mycodrosophila","sp.","Mycodrosophilasp.",NA,1,0,1,"Wolbachia","Bennett12","terrestrial","Mycodrosophilasp.10Bennett12",0
